,_id,addr:housenumber,addr:street,air_quality,amenity,area,bbox_id,building,building_centroid,closest_shop,cloud_cover,description,geometry,height,humidity,name,request_area_bottom_left,request_area_top_right,shops_amount,temperature
4122,{'$oid': '5bd44de647f89e35326a8e93'},,,77,,904.4511943241669,Berlin3,,"{'type': 'Point', 'coordinates': [13.320392251409665, 52.49107292496723]}",172,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3204608, 52.4909129], [13.3204315, 52.4909216], [13.3204156, 52.4908271], [13.3203594, 52.490831], [13.3203704, 52.4909022], [13.3203365, 52.4909031], [13.3203308, 52.4908547], [13.3201859, 52.4908651], [13.3201954, 52.4909346], [13.3202212, 52.4909337], [13.3202736, 52.4912487], [13.3203712, 52.4912435], [13.3203753, 52.4912814], [13.3205891, 52.4912673], [13.3205733, 52.4911678], [13.3206091, 52.4911617], [13.3204608, 52.4909129]]]}",15.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",22,11.58
4257,{'$oid': '5bd44de647f89e35326a8f1a'},,,83,,50.87326374473725,Berlin3,,"{'type': 'Point', 'coordinates': [13.329267253549617, 52.48745916832407]}",46,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3291934, 52.487481], [13.3291942, 52.4874353], [13.3293411, 52.4874372], [13.3293403, 52.4874702], [13.32934, 52.4874832], [13.3291934, 52.487481]]]}",15.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",15,11.58
4443,{'$oid': '5bd44de647f89e35326a8fd4'},,,73,,208.18997645058244,Berlin3,apartments,"{'type': 'Point', 'coordinates': [13.315613014715304, 52.4939400322475]}",514,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3155279, 52.494017], [13.3154837, 52.4939157], [13.3154764, 52.4938983], [13.3155392, 52.4938881], [13.315542, 52.4938945], [13.3156517, 52.4938767], [13.3156467, 52.4938604], [13.3156922, 52.4938533], [13.3157463, 52.4939814], [13.3156407, 52.4939986], [13.3155279, 52.494017]]]}",18.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",0,11.58
3948,{'$oid': '5bd44de647f89e35326a8de5'},,,83,,181.43224216677802,Berlin3,,"{'type': 'Point', 'coordinates': [13.333334442141236, 52.491076992001]}",213,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3332586, 52.4911553], [13.333256, 52.4909997], [13.3334102, 52.4909987], [13.333413, 52.4911542], [13.3332586, 52.4911553]]]}",15.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",15,11.58
4452,{'$oid': '5bd44de647f89e35326a8fdd'},,,77,,183.33777690122358,Berlin3,apartments,"{'type': 'Point', 'coordinates': [13.320984046295845, 52.49296244729459]}",131,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3209588, 52.493012], [13.3209577, 52.493013], [13.3209568, 52.4930126], [13.3209575, 52.4930116], [13.3209383, 52.493005], [13.3209373, 52.493006], [13.3209361, 52.4930056], [13.320937, 52.4930046], [13.3208385, 52.492971], [13.3209195, 52.4928833], [13.3210302, 52.4929211], [13.3210321, 52.4929192], [13.321129, 52.4929523], [13.3210481, 52.4930412], [13.3210469, 52.4930421], [13.3209588, 52.493012]]]}",27.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",15,11.58
4312,{'$oid': '5bd44de647f89e35326a8f51'},,,83,,33.172010535647324,Berlin3,apartments,"{'type': 'Point', 'coordinates': [13.33420191603377, 52.483506343287466]}",511,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3341629, 52.4835309], [13.3341625, 52.4835263], [13.3341602, 52.4835263], [13.3341559, 52.4835207], [13.3341567, 52.483482], [13.3342479, 52.4834824], [13.3342465, 52.4835264], [13.3342463, 52.4835274], [13.334241, 52.4835274], [13.3342406, 52.4835315], [13.3341629, 52.4835309]]]}",15.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",0,11.57
3613,{'$oid': '5bd44de647f89e35326a8c96'},112-115,Berliner Straße,82,,697.5157946866971,Berlin3,,"{'type': 'Point', 'coordinates': [13.316226476473277, 52.48623466918122]}",70,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3165186, 52.4861684], [13.3165224, 52.4863123], [13.3161064, 52.4863136], [13.3161101, 52.4861686], [13.3161128, 52.486104], [13.3158752, 52.4861094], [13.3158782, 52.4861769], [13.3158846, 52.4863187], [13.3158853, 52.4863344], [13.3159025, 52.4863345], [13.3166686, 52.4863373], [13.3166642, 52.486128], [13.3165179, 52.4861286], [13.3165186, 52.4861684]]]}",27.0,0.7,IT-Dienstleistungszentrum Berlin,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",11,11.56
4217,{'$oid': '5bd44de647f89e35326a8ef2'},,,83,parking,1382.9652789056759,Berlin3,,"{'type': 'Point', 'coordinates': [13.331956897852313, 52.489417167704254]}",285,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3314143, 52.4895156], [13.3314149, 52.4894981], [13.3314362, 52.4894983], [13.3314392, 52.4893816], [13.3315738, 52.4893828], [13.331575, 52.4893295], [13.3319556, 52.489332], [13.3319559, 52.4893306], [13.3320296, 52.4893311], [13.3320296, 52.4893324], [13.3320347, 52.4893324], [13.332035, 52.4893311], [13.3320705, 52.4893313], [13.33207, 52.4893464], [13.3320545, 52.4893461], [13.3320536, 52.4893792], [13.3322051, 52.4893807], [13.3322092, 52.4892317], [13.3323886, 52.4892331], [13.3323805, 52.4895247], [13.3314143, 52.4895156]]]}",15.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",11,11.58
3937,{'$oid': '5bd44de647f89e35326a8dda'},,,83,,604.7685499095139,Berlin3,,"{'type': 'Point', 'coordinates': [13.333844456973294, 52.49360704488124]}",73,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3338964, 52.4936707], [13.3338803, 52.4936933], [13.3338134, 52.4937126], [13.3337939, 52.4936889], [13.3337773, 52.4936688], [13.3337116, 52.4936873], [13.3336738, 52.4936404], [13.3336317, 52.4936294], [13.3336253, 52.4936277], [13.333622, 52.4936239], [13.333601, 52.4936003], [13.3335947, 52.4935933], [13.3335733, 52.4935694], [13.3335698, 52.4935654], [13.3335725, 52.4935614], [13.3336133, 52.4934999], [13.333711, 52.4934746], [13.3337171, 52.493473], [13.3337241, 52.4934749], [13.3338056, 52.4934968], [13.3338119, 52.4934985], [13.3338176, 52.4935001], [13.333821, 52.4935043], [13.3338453, 52.4935336], [13.3339777, 52.4935681], [13.3339765, 52.4935695], [13.3339734, 52.4935688], [13.3339606, 52.4935869], [13.3340126, 52.4936005], [13.3340193, 52.493591], [13.3340769, 52.4936061], [13.3340702, 52.4936157], [13.3341782, 52.4936443], [13.3341323, 52.4937145], [13.3341191, 52.4937336], [13.3341158, 52.4937326], [13.3341171, 52.4937306], [13.3340061, 52.4937004], [13.3339496, 52.4936851], [13.3339269, 52.4936789], [13.3338964, 52.4936707]]]}",15.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",12,11.58
3703,{'$oid': '5bd44de647f89e35326a8cf0'},101,Wilhelmsaue,82,,254.39994731624614,Berlin3,,"{'type': 'Point', 'coordinates': [13.316809064511984, 52.48502855109042]}",300,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3166859, 52.4850899], [13.3166897, 52.4850627], [13.3166717, 52.4850616], [13.3166827, 52.4849819], [13.3167006, 52.4849827], [13.3167037, 52.4849598], [13.3167829, 52.4849637], [13.3167845, 52.4849525], [13.3168112, 52.4849512], [13.3168538, 52.4849556], [13.3168522, 52.4849672], [13.3169315, 52.4849712], [13.3169284, 52.4849942], [13.3169464, 52.4849951], [13.3169355, 52.485075], [13.3169174, 52.4850741], [13.3169136, 52.4851016], [13.3166859, 52.4850899]]]}",15.0,0.7,,"{'type': 'Point', 'coordinates': [13.313885, 52.482048]}","{'type': 'Point', 'coordinates': [13.334999, 52.494487]}",9,11.56
5099,{'$oid': '5bd44e7c47f89e35326a9265'},,,72,,221.39592042730993,Berlin4,,"{'type': 'Point', 'coordinates': [13.39378481582571, 52.51464143584437]}",72,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3936461, 52.5146625], [13.3936645, 52.5145523], [13.3937591, 52.5145577], [13.3937535, 52.5145938], [13.3938827, 52.5146016], [13.3939145, 52.5146037], [13.3938933, 52.5147317], [13.3937699, 52.5147239], [13.3937774, 52.5146689], [13.3936461, 52.5146625]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",36,11.58
4739,{'$oid': '5bd44e7c47f89e35326a90fd'},,,72,,537.4770861442975,Berlin4,,"{'type': 'Point', 'coordinates': [13.390353343377122, 52.515094563038694]}",17,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3905392, 52.5149486], [13.3903981, 52.5149397], [13.3902564, 52.5149307], [13.3902244, 52.5151171], [13.3901974, 52.5152745], [13.3904792, 52.5152924], [13.3904895, 52.5152322], [13.3903, 52.5152202], [13.3903241, 52.5150796], [13.3905146, 52.5150917], [13.3905392, 52.5149486]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",37,11.58
4857,{'$oid': '5bd44e7c47f89e35326a9173'},,,72,,2060.688795787454,Berlin4,,"{'type': 'Point', 'coordinates': [13.39549938870001, 52.51372643904122]}",59,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3951835, 52.5135724], [13.3951237, 52.513575], [13.3950821, 52.5135789], [13.3950334, 52.513586], [13.3950428, 52.5135381], [13.3950277, 52.5135366], [13.3950085, 52.5135356], [13.3949944, 52.5135595], [13.3949828, 52.5135745], [13.3949701, 52.5135885], [13.3949563, 52.5136012], [13.3949425, 52.5136123], [13.3949254, 52.5136244], [13.3948966, 52.5136414], [13.3948985, 52.5136277], [13.3948801, 52.5136261], [13.3949153, 52.5134392], [13.3949477, 52.5134414], [13.39495, 52.5134259], [13.3950294, 52.5134307], [13.3950249, 52.5134553], [13.3950425, 52.5134566], [13.3950588, 52.5134573], [13.3950616, 52.5134422], [13.3953053, 52.5134569], [13.3955087, 52.5134376], [13.3955102, 52.5134414], [13.3955325, 52.5134392], [13.3956085, 52.5135912], [13.3957161, 52.5135888], [13.3958156, 52.5137544], [13.3958388, 52.5138276], [13.3958507, 52.5138663], [13.3958675, 52.5138925], [13.3958768, 52.513909], [13.3958886, 52.5139192], [13.3959019, 52.5139274], [13.395922, 52.5139358], [13.3960627, 52.5139708], [13.3960626, 52.5139719], [13.3960586, 52.5139751], [13.3960499, 52.5139835], [13.3960464, 52.5139862], [13.3960382, 52.5139928], [13.396028, 52.5139997], [13.3960266, 52.5140009], [13.3960151, 52.5140078], [13.3960104, 52.5140101], [13.3959989, 52.5140161], [13.3959356, 52.5140036], [13.3958581, 52.513988], [13.3958793, 52.5139518], [13.3958235, 52.5139401], [13.3957602, 52.5140524], [13.3957187, 52.5140446], [13.3957144, 52.5140528], [13.3956753, 52.5140454], [13.3956794, 52.5140372], [13.3956011, 52.5140224], [13.3955949, 52.5140346], [13.3955329, 52.5140228], [13.395539, 52.5140106], [13.3954597, 52.5139956], [13.3954566, 52.5140019], [13.395418, 52.5139946], [13.3954212, 52.5139883], [13.3953801, 52.5139806], [13.3953768, 52.5138636], [13.3953992, 52.5138633], [13.39541, 52.5138642], [13.3954158, 52.5138556], [13.3954007, 52.5138531], [13.3954254, 52.5136991], [13.395427, 52.5136952], [13.3954299, 52.5136917], [13.3954338, 52.5136885], [13.3954387, 52.5136859], [13.3954443, 52.513684], [13.3954504, 52.5136828], [13.3954568, 52.5136823], [13.3954633, 52.5136826], [13.3954694, 52.5136837], [13.3954752, 52.5136855], [13.3954802, 52.513688], [13.3954843, 52.513691], [13.3954874, 52.5136945], [13.395496, 52.513695], [13.3955232, 52.5136429], [13.3954933, 52.5136297], [13.3954556, 52.5136155], [13.395414, 52.5136027], [13.3953817, 52.5135946], [13.3953496, 52.5135879], [13.3953148, 52.513582], [13.3952753, 52.5135772], [13.3952356, 52.5135741], [13.3951835, 52.5135724]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",25,11.58
4723,{'$oid': '5bd44e7c47f89e35326a90ed'},51,Schützenstraße,65,,1163.5244791435525,Berlin4,,"{'type': 'Point', 'coordinates': [13.3957456504176, 52.50915968525219]}",201,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3960175, 52.5093075], [13.39606, 52.5090477], [13.3954745, 52.5090114], [13.3954715, 52.5090296], [13.3954313, 52.5092721], [13.3960175, 52.5093075]]]}",15.0,0.69,Trainingszentrum ALBA Berlin,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",30,11.6
5173,{'$oid': '5bd44e7c47f89e35326a92af'},,,72,,87.87821937057123,Berlin4,,"{'type': 'Point', 'coordinates': [13.386213118119297, 52.513202507062665]}",24,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3863042, 52.5132367], [13.3863134, 52.5131742], [13.3861557, 52.5131639], [13.3861484, 52.5132073], [13.3860711, 52.5132026], [13.3860707, 52.5132235], [13.3861906, 52.5132299], [13.3863042, 52.5132367]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",25,11.58
4740,{'$oid': '5bd44e7c47f89e35326a90fe'},,,72,,3501.358731008476,Berlin4,retail,"{'type': 'Point', 'coordinates': [13.389711351162784, 52.51599377036935]}",35,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3891191, 52.5161646], [13.3894886, 52.5161862], [13.3898604, 52.5162086], [13.3899406, 52.5162131], [13.3902408, 52.5162322], [13.3903105, 52.5158275], [13.390048, 52.5158102], [13.3899793, 52.5158055], [13.3894491, 52.515771], [13.3891816, 52.5157532], [13.3891435, 52.5159963], [13.3891191, 52.5161646]]]}",15.0,0.69,Rosmarin-Karree,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",34,11.58
5172,{'$oid': '5bd44e7c47f89e35326a92ae'},,,75,,224.58934570327074,Berlin4,,"{'type': 'Point', 'coordinates': [13.385342150424584, 52.51344174853247]}",104,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3854189, 52.5135259], [13.3854499, 52.5133665], [13.3852833, 52.5133539], [13.3852256, 52.5134916], [13.3852377, 52.513514], [13.3854189, 52.5135259]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",20,11.62
5126,{'$oid': '5bd44e7c47f89e35326a9280'},,,75,,2920.1168944014807,Berlin4,,"{'type': 'Point', 'coordinates': [13.383634076877243, 52.514522085033676]}",248,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3835058, 52.5146128], [13.3834947, 52.5146491], [13.3844506, 52.5147631], [13.384455, 52.5147474], [13.3844603, 52.5147283], [13.3844671, 52.5147072], [13.3845145, 52.5145605], [13.3843445, 52.5145406], [13.3842885, 52.5145331], [13.3842666, 52.5146015], [13.3841835, 52.5145911], [13.3842098, 52.5145008], [13.3839, 52.5144632], [13.3839091, 52.5144349], [13.3838242, 52.5144239], [13.3835741, 52.5143926], [13.3830787, 52.5142995], [13.3830759, 52.5143041], [13.3829603, 52.5142832], [13.3828566, 52.5142623], [13.3827583, 52.5144617], [13.3835058, 52.5146128]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",21,11.62
5117,{'$oid': '5bd44e7c47f89e35326a9277'},,,75,,953.8757475723226,Berlin4,apartments,"{'type': 'Point', 'coordinates': [13.382260248596443, 52.512511039394084]}",10,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3819863, 52.5127175], [13.3819999, 52.5127317], [13.3822032, 52.5127713], [13.3822231, 52.5127651], [13.3822396, 52.5127672], [13.3822539, 52.5127632], [13.3822595, 52.5127542], [13.3822768, 52.5127485], [13.3823418, 52.5126234], [13.3823296, 52.5126128], [13.3824107, 52.5124571], [13.3824338, 52.5124487], [13.3824982, 52.5123248], [13.3824891, 52.5123131], [13.3824958, 52.5123038], [13.3824881, 52.512294], [13.3824697, 52.5122904], [13.3824629, 52.5122799], [13.3822575, 52.5122392], [13.3822306, 52.5122482], [13.382176, 52.5123549], [13.3821744, 52.5123581], [13.3822563, 52.5123732], [13.3822314, 52.5124214], [13.3822095, 52.5124279], [13.3821399, 52.5125617], [13.3821508, 52.5125739], [13.3821259, 52.5126233], [13.3820435, 52.5126065], [13.3819863, 52.5127175]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",20,11.62
5282,{'$oid': '5bd44e7c47f89e35326a931c'},56,Friedrichstraße,65,,398.46421104295507,Berlin4,,"{'type': 'Point', 'coordinates': [13.390247325702289, 52.50982101220803]}",59,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3903137, 52.5099694], [13.3901348, 52.5099589], [13.3901397, 52.5099254], [13.3901744, 52.5096763], [13.3903648, 52.5096852], [13.3903137, 52.5099694]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",55,11.6
4967,{'$oid': '5bd44e7c47f89e35326a91e1'},,,75,,30.227494483495068,Berlin4,,"{'type': 'Point', 'coordinates': [13.383197449479873, 52.51570081747652]}",151,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3831637, 52.5157534], [13.3831993, 52.5157572], [13.3832312, 52.5156483], [13.3831956, 52.5156444], [13.3831637, 52.5157534]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",17,11.62
4762,{'$oid': '5bd44e7c47f89e35326a9114'},,,75,,904.381690401774,Berlin4,,"{'type': 'Point', 'coordinates': [13.383781120009086, 52.51512148192546]}",273,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3832384, 52.5151434], [13.3834913, 52.5151593], [13.3838241, 52.5151803], [13.3841657, 52.5152019], [13.3843049, 52.5152107], [13.3843238, 52.5150996], [13.3832573, 52.5150323], [13.3832384, 52.5151434]]]}",27.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",21,11.62
5185,{'$oid': '5bd44e7c47f89e35326a92bb'},,,72,,399.9199945317183,Berlin4,,"{'type': 'Point', 'coordinates': [13.386799651844774, 52.51396485495683]}",27,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3867066, 52.5138074], [13.3866911, 52.5138988], [13.3866815, 52.5139472], [13.386672, 52.51399], [13.3867249, 52.513995], [13.3867283, 52.5139681], [13.3867452, 52.5139686], [13.3867499, 52.5139299], [13.3868104, 52.5139347], [13.3868246, 52.5139456], [13.3868212, 52.5139733], [13.386803, 52.5139817], [13.3867794, 52.5140878], [13.3868042, 52.5140899], [13.3868046, 52.5141048], [13.386721, 52.5141005], [13.386678, 52.5140982], [13.3866722, 52.5141486], [13.3867009, 52.5141502], [13.3868567, 52.5141587], [13.3869203, 52.5138211], [13.3868562, 52.513817], [13.3867813, 52.5138122], [13.3867066, 52.5138074]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",25,11.58
4774,{'$oid': '5bd44e7c47f89e35326a9120'},,,72,,671.5618961091214,Berlin4,,"{'type': 'Point', 'coordinates': [13.387476611227395, 52.51269084778144]}",179,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3877619, 52.5126584], [13.3877656, 52.5126352], [13.3876694, 52.5126298], [13.3875944, 52.5126256], [13.3875674, 52.5126012], [13.3874319, 52.5125941], [13.3873906, 52.5126113], [13.3872305, 52.5126021], [13.3872129, 52.512601], [13.3872046, 52.5126409], [13.3871864, 52.5127536], [13.3877415, 52.5127873], [13.3877619, 52.5126584]]]}",15.0,0.69,Zürichhaus,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",40,11.58
4996,{'$oid': '5bd44e7c47f89e35326a91fe'},,,72,,109.13399670682341,Berlin4,,"{'type': 'Point', 'coordinates': [13.397218068654137, 52.514112371920596]}",23,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3970946, 52.5141331], [13.3973281, 52.5141524], [13.3973416, 52.5140917], [13.3971081, 52.5140723], [13.3970946, 52.5141331]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",20,11.58
4954,{'$oid': '5bd44e7c47f89e35326a91d4'},10-11,Schadowstraße,75,,515.1686996853134,Berlin4,,"{'type': 'Point', 'coordinates': [13.383516036230215, 52.51751990699689]}",159,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3835029, 52.5176198], [13.3836962, 52.5176329], [13.3837325, 52.5174337], [13.3835396, 52.5174207], [13.3833213, 52.517406], [13.383258, 52.5174017], [13.3832486, 52.5174531], [13.3835298, 52.517472], [13.3835122, 52.5175685], [13.3832311, 52.5175496], [13.3832217, 52.5176009], [13.3834654, 52.5176173], [13.3835029, 52.5176198]]]}",15.0,0.69,Schadowhaus,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",7,11.62
4719,{'$oid': '5bd44e7c47f89e35326a90e9'},,,65,,862.9382451672409,Berlin4,residential,"{'type': 'Point', 'coordinates': [13.397460414286385, 52.51052903091982]}",26,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3972617, 52.5106835], [13.3973167, 52.5103479], [13.3974421, 52.5103554], [13.3974397, 52.5103785], [13.3975336, 52.5103837], [13.3975362, 52.510362], [13.3976607, 52.5103689], [13.3976048, 52.5107042], [13.3972617, 52.5106835]]]}",69.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",14,11.6
4823,{'$oid': '5bd44e7c47f89e35326a9151'},,,72,,464.9340837282399,Berlin4,,"{'type': 'Point', 'coordinates': [13.394784890387244, 52.51533609121528]}",193,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.394848, 52.515485], [13.3948742, 52.5153318], [13.3949276, 52.5153352], [13.3949477, 52.5152175], [13.3946928, 52.5152013], [13.3946824, 52.5152621], [13.3946464, 52.5154722], [13.394848, 52.515485]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",27,11.58
5146,{'$oid': '5bd44e7c47f89e35326a9294'},,,72,,30.56254951522483,Berlin4,,"{'type': 'Point', 'coordinates': [13.387119836993435, 52.515221581560105]}",168,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3870747, 52.5152434], [13.3871567, 52.5152486], [13.3871649, 52.5151997], [13.387083, 52.5151946], [13.3870747, 52.5152434]]]}",0.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",29,11.58
5160,{'$oid': '5bd44e7c47f89e35326a92a2'},,,72,,8.509773867111054,Berlin4,roof,"{'type': 'Point', 'coordinates': [13.387308005936209, 52.512503826803496]}",191,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.387291, 52.5125225], [13.3872962, 52.5124837], [13.387325, 52.5124851], [13.3873198, 52.512524], [13.387291, 52.5125225]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",38,11.58
4960,{'$oid': '5bd44e7c47f89e35326a91da'},,,65,,791.1878052687308,Berlin4,,"{'type': 'Point', 'coordinates': [13.386990644607891, 52.50721979147114]}",116,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3877133, 52.5072246], [13.3876988, 52.5072971], [13.3862695, 52.5072149], [13.3862781, 52.5071425], [13.3877133, 52.5072246]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",18,11.6
5133,{'$oid': '5bd44e7c47f89e35326a9287'},,,75,,271.6891689278471,Berlin4,commercial,"{'type': 'Point', 'coordinates': [13.384993622765109, 52.515019170609946]}",197,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3848764, 52.5151363], [13.3850362, 52.5151461], [13.3850957, 52.5148428], [13.3850327, 52.5148398], [13.384999, 52.5149689], [13.3849226, 52.5149597], [13.3848764, 52.5151363]]]}",6.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",26,11.62
4955,{'$oid': '5bd44e7c47f89e35326a91d5'},,,75,,246.04063163014865,Berlin4,,"{'type': 'Point', 'coordinates': [13.383159093300092, 52.51749584925356]}",192,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3830964, 52.5173908], [13.3830839, 52.5174599], [13.3830602, 52.51759], [13.3832217, 52.5176009], [13.3832311, 52.5175496], [13.3832486, 52.5174531], [13.383258, 52.5174017], [13.3830964, 52.5173908]]]}",15.0,0.69,,"{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",7,11.62
5128,{'$oid': '5bd44e7c47f89e35326a9282'},54,Wilhelmstraße,75,,1281.9729905715901,Berlin4,,"{'type': 'Point', 'coordinates': [13.38276077960042, 52.513649773683625]}",114,0.61,,"{'type': 'Polygon', 'coordinates': [[[13.3831264, 52.5138742], [13.3829516, 52.5138429], [13.3829378, 52.5138713], [13.3823802, 52.5137635], [13.3824232, 52.5136803], [13.3824336, 52.5136821], [13.3825245, 52.5135133], [13.3825118, 52.5135109], [13.3825538, 52.5134308], [13.3832834, 52.5135744], [13.3832408, 52.5136524], [13.3832307, 52.5136503], [13.3831057, 52.5136268], [13.3828825, 52.5135842], [13.3828719, 52.513579], [13.3828665, 52.513572], [13.3828676, 52.513563], [13.3828732, 52.5135578], [13.3827914, 52.5135421], [13.3827526, 52.5136156], [13.3827676, 52.5136188], [13.3827342, 52.5136838], [13.3827189, 52.513681], [13.3826828, 52.5137545], [13.3827599, 52.5137698], [13.3827668, 52.5137617], [13.3827792, 52.5137554], [13.3827951, 52.5137536], [13.3828105, 52.5137567], [13.3830169, 52.5137968], [13.3831422, 52.5138203], [13.3831522, 52.513822], [13.3831264, 52.5138742]]]}",15.0,0.69,"Bundesministerium für Ernährung, Landwirtschaft und Verbraucherschutz Dienstsitz Berlin","{'type': 'Point', 'coordinates': [13.380833, 52.506714]}","{'type': 'Point', 'coordinates': [13.400059, 52.517788]}",22,11.62
