,air_quality,area,bbox_id,closest_shop,cloud_cover,humidity,shops_amount,temperature,roof_tupe
6278,81,216.940219578369,NY3,46,0.57,0.71,21,,flat
6279,81,614.624230263218,NY3,147,0.57,0.71,22,,round
6280,81,523.405859134705,NY3,57,0.57,0.71,23,,
6281,81,113.133438906781,NY3,205,0.57,0.71,8,,
6282,81,1572.7079001597,NY3,31,0.57,0.71,26,,
6283,81,226.494528441937,NY3,100,0.57,0.71,25,,
6284,81,75.4377140065241,NY3,99,0.57,0.71,28,,
6285,81,368.361358976952,NY3,114,0.57,0.71,19,,
6286,81,105.024449473076,NY3,204,0.57,0.71,11,,
6287,81,513.234628161676,NY3,29,0.57,0.71,26,,flat
6288,81,200.043597677671,NY3,156,0.57,0.71,24,,
6289,81,224.402454742047,NY3,58,0.57,0.71,31,,flat
6290,81,1201.69474193513,NY3,124,0.57,0.71,21,,
6291,81,371.453398399565,NY3,18,0.57,0.71,30,,
6292,81,555.281245421413,NY3,43,0.57,0.71,31,,
6293,81,150.427865282069,NY3,178,0.57,0.71,9,,
6294,81,218.592534988744,NY3,83,0.57,0.71,21,,gabled
6295,81,520.935191838761,NY3,55,0.57,0.71,30,,
6296,81,607.197071676848,NY3,125,0.57,0.71,14,,flat
6297,81,304.682050094135,NY3,17,0.57,0.71,22,,
6298,81,216.816716186315,NY3,31,0.57,0.71,24,,flat
6299,81,229.146339670757,NY3,17,0.57,0.71,26,,
6300,82,84.7280990441368,NY4,280,0.57,0.71,4,,
6301,82,939.990492997009,NY4,160,0.57,0.71,7,,
6302,82,232.595705858177,NY4,162,0.57,0.71,7,,
6303,82,415.977686331923,NY4,145,0.57,0.71,7,,
6304,82,232.948089728507,NY4,386,0.57,0.71,7,,
6305,82,911.918316342028,NY4,180,0.57,0.71,7,,
6306,82,1040.1569028738,NY4,252,0.57,0.71,7,,
6307,82,92.5192424186102,NY4,288,0.57,0.71,5,,
6308,82,11308.7697595813,NY4,136,0.57,0.71,7,,flat
6309,82,1504.32471826232,NY4,110,0.57,0.71,7,,flat
6310,82,5377.09655568305,NY4,160,0.57,0.71,7,,
6311,82,711.07962826801,NY4,329,0.57,0.71,7,,gabled
6312,82,239.56281924162,NY4,189,0.57,0.71,7,,
6313,82,448.357434175567,NY4,70,0.57,0.71,7,,
6314,82,475.022793378614,NY4,187,0.57,0.71,7,,
6315,82,190.28455829627,NY4,11,0.57,0.71,7,,gabled
6316,82,1753.4563573682,NY4,442,0.57,0.71,4,,
6317,82,101.293290005802,NY4,299,0.57,0.71,7,,
6318,82,1339.00767511079,NY4,195,0.57,0.71,7,,
6319,82,146.428675621761,NY4,69,0.57,0.71,7,,
6320,82,28475.4124036956,NY4,456,0.57,0.71,3,,
6321,82,1224.9322086039,NY4,325,0.57,0.71,7,,
6322,82,367.400911022801,NY4,51,0.57,0.71,7,,
6323,82,454.3144173308,NY4,382,0.57,0.71,7,,
6324,82,28.9613757278714,NY4,31,0.57,0.71,7,,
6325,82,417.152536277051,NY4,130,0.57,0.71,7,,flat
6326,82,91.8143634485538,NY4,274,0.57,0.71,4,,
6327,82,1777.75561531332,NY4,219,0.57,0.71,7,,
6328,82,12657.4028721239,NY4,114,0.57,0.71,7,,
6329,82,288.124095040298,NY4,108,0.57,0.71,7,,
6330,82,1451.08201991196,NY4,162,0.57,0.71,4,,
6331,82,474.754953108689,NY4,273,0.57,0.71,7,,
6332,82,110.394073204478,NY4,257,0.57,0.71,5,,
6333,82,190.212886230911,NY4,299,0.57,0.71,4,,
6334,82,173.798175741455,NY4,274,0.57,0.71,7,,flat
6335,82,210.888520301963,NY4,87,0.57,0.71,7,,flat
6336,82,137.925531660145,NY4,259,0.57,0.71,7,,gabled
6337,82,875.945071758747,NY4,182,0.57,0.71,7,,flat
6338,82,37.7432021811917,NY4,49,0.57,0.71,7,,
6339,82,214.82601126884,NY4,169,0.57,0.71,7,,
6340,82,177.168070426126,NY4,11,0.57,0.71,7,,inappropriate
6341,82,460.790346676738,NY4,494,0.57,0.71,1,,
6342,82,819.819806180561,NY4,345,0.57,0.71,4,,
6343,82,1602.44331995461,NY4,281,0.57,0.71,7,,round
6344,82,1259.35498587449,NY4,187,0.57,0.71,7,,
6345,82,106.271126224998,NY4,265,0.57,0.71,5,,
6346,82,216.176127021098,NY4,15,0.57,0.71,7,,
6347,82,67.8550558063274,NY4,265,0.57,0.71,5,,
6348,82,214.073998874568,NY4,78,0.57,0.71,7,,flat
6349,82,1087.83382663468,NY4,201,0.57,0.71,7,,
6350,82,72.8702470512571,NY4,271,0.57,0.71,4,,
6351,82,150.058740528612,NY4,106,0.57,0.71,7,,
6352,82,357.986146290618,NY4,273,0.57,0.71,7,,
6353,82,549.453940186412,NY4,312,0.57,0.71,7,,
6354,82,1795.0870380211,NY4,183,0.57,0.71,7,,
6355,82,1986.36514314045,NY4,307,0.57,0.71,7,,flat
6356,82,521.598203747535,NY4,230,0.57,0.71,7,,flat
6357,82,236.953057374256,NY4,421,0.57,0.71,4,,
6358,82,859.498909974306,NY4,68,0.57,0.71,7,,
6359,82,199.148923560834,NY4,1215,0.57,0.71,0,,
6360,82,248.47861494732,NY4,88,0.57,0.71,7,,gabled
6361,82,1010.45122857728,NY4,229,0.57,0.71,7,,flat
6362,82,231.941098458495,NY4,356,0.57,0.71,5,,
6363,82,599.643010097795,NY4,245,0.57,0.71,7,,flat
6364,82,488.393500075571,NY4,297,0.57,0.71,7,,
6365,82,129.385190045828,NY4,17,0.57,0.71,7,,
6366,82,88.4003419101256,NY4,272,0.57,0.71,5,,
6367,82,80.009976414258,NY4,289,0.57,0.71,4,,
6368,82,233.673940515538,NY4,309,0.57,0.71,4,,
6369,82,1125.26493410052,NY4,482,0.57,0.71,1,,flat
6370,82,452.803347155949,NY4,316,0.57,0.71,7,,
6371,82,152.123041027016,NY4,181,0.57,0.71,7,,
6372,82,204.363785677998,NY4,99,0.57,0.71,7,,
6373,82,1945.54914609312,NY4,153,0.57,0.71,7,,
6374,82,356.003770670574,NY4,146,0.57,0.71,7,,
6375,82,136.77251494677,NY4,30,0.57,0.71,7,,
6376,82,221.206017863496,NY4,226,0.57,0.71,7,,
6377,82,392.016846018278,NY4,412,0.57,0.71,3,,
6378,82,157.332529752571,NY4,160,0.57,0.71,7,,inappropriate
6379,82,206.972285352249,NY4,184,0.57,0.71,7,,flat
6380,82,3436.80250998172,NY4,418,0.57,0.71,7,,
6381,82,561.653006069927,NY4,493,0.57,0.71,1,,
6382,82,943.659290152303,NY4,385,0.57,0.71,4,,
6383,82,955.436130299366,NY4,230,0.57,0.71,4,,
6384,82,11848.4033171331,NY4,276,0.57,0.71,3,,
6385,82,179.674205123007,NY4,173,0.57,0.71,7,,
6386,82,84.015531379626,NY4,277,0.57,0.71,4,,
6387,82,492.670786276952,NY4,259,0.57,0.71,7,,
6388,82,2007.49363765674,NY4,98,0.57,0.71,7,,
6389,82,641.154645707765,NY4,313,0.57,0.71,4,,flat
6390,82,2613.44103522722,NY4,91,0.57,0.71,7,,
6391,82,1947.98495585137,NY4,193,0.57,0.71,7,,
6392,82,462.911988109535,NY4,304,0.57,0.71,7,,
6393,82,1043.46096148556,NY4,179,0.57,0.71,7,,gabled
6394,82,228.803025493648,NY4,316,0.57,0.71,5,,
6395,82,226.106361438364,NY4,93,0.57,0.71,7,,
6396,82,455.363494951162,NY4,172,0.57,0.71,7,,
6397,82,761.883256339121,NY4,143,0.57,0.71,7,,
6398,82,886.782952799543,NY4,196,0.57,0.71,7,,flat
6399,82,619.940477209443,NY4,89,0.57,0.71,7,,
6400,83,78.1303558254829,NY5,59,0.57,0.71,33,,
6401,83,141.068074431482,NY5,57,0.57,0.71,32,,
6402,84,246.443327001299,NY5,144,0.57,0.71,35,,
6403,84,125.894218042726,NY5,121,0.57,0.71,18,,
6404,83,339.57460908118,NY5,49,0.57,0.71,34,,
6405,84,212.640009825468,NY5,127,0.57,0.71,21,,gabled
6406,83,449.745762822943,NY5,43,0.57,0.71,19,,
6407,83,922.137033199974,NY5,44,0.57,0.71,39,,
6408,84,214.880768469041,NY5,123,0.57,0.71,21,,
6409,83,126.679628506432,NY5,58,0.57,0.71,31,,
6410,84,116.81314960635,NY5,32,0.57,0.71,20,,
6411,84,79.6993745297493,NY5,123,0.57,0.71,27,,
6412,83,84.7594652420471,NY5,82,0.57,0.71,31,,
6413,83,297.121901858558,NY5,99,0.57,0.71,32,,
6414,83,473.749072296563,NY5,16,0.57,0.71,23,,
6415,83,233.067501927393,NY5,157,0.57,0.71,26,,
6416,84,265.428094010879,NY5,31,0.57,0.71,30,,
6417,83,2139.40272441654,NY5,71,0.57,0.71,36,,
6418,84,466.920316650185,NY5,96,0.57,0.71,17,,
6419,84,93.3347695674313,NY5,95,0.57,0.71,12,,gabled
6420,83,183.256315605221,NY5,90,0.57,0.71,30,,inappropriate
6421,83,597.572350489815,NY5,63,0.57,0.71,10,,gabled
6422,83,400.349655932391,NY5,94,0.57,0.71,21,,
6423,84,1174.38649649303,NY5,86,0.57,0.71,23,,
6424,83,689.474640122469,NY5,113,0.57,0.71,15,,
6425,84,124.11004950173,NY5,90,0.57,0.71,25,,
6426,83,189.078403669788,NY5,47,0.57,0.71,24,,
6427,83,384.835165634738,NY5,42,0.57,0.71,23,,flat
6428,83,188.407770557573,NY5,30,0.57,0.71,47,,
6429,83,118.992568500839,NY5,107,0.57,0.71,16,,
6430,84,182.42022848115,NY5,61,0.57,0.71,17,,
6431,83,560.305613222154,NY5,39,0.57,0.71,15,,
6432,83,549.947556250686,NY5,26,0.57,0.71,36,,
6433,84,878.777297715076,NY5,185,0.57,0.71,35,,
6434,83,128.786509209436,NY5,119,0.57,0.71,16,,
6435,84,205.743492375457,NY5,119,0.57,0.71,25,,flat
6436,83,130.896758524079,NY5,65,0.57,0.71,32,,
6437,84,489.147070716318,NY5,61,0.57,0.71,19,,
6438,83,81.1641695944934,NY5,77,0.57,0.71,31,,
6439,83,135.356421659566,NY5,8,0.57,0.71,23,,
6440,83,113.221437967287,NY5,81,0.57,0.71,29,,
6441,84,78.944627723973,NY5,69,0.57,0.71,13,,flat
6442,84,740.682849751765,NY5,77,0.57,0.71,19,,
6443,84,684.73361944215,NY5,150,0.57,0.71,20,,
6444,84,856.228080896689,NY5,242,0.57,0.71,15,,
6445,83,124.067658792071,NY5,15,0.57,0.71,7,,
6446,84,132.132299554443,NY5,200,0.57,0.71,10,,
6447,84,86.7571343517887,NY5,322,0.57,0.71,13,,
6448,83,472.280639366885,NY5,108,0.57,0.71,30,,
6449,84,121.294487407471,NY5,140,0.57,0.71,39,,
