air_quality,area,bbox_id,closest_shop,cloud_cover,humidity,shops_amount,temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,36.570300523057,Berlin2,417,0.61,0.7,2,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,906.283626004679,Berlin2,90,0.61,0.7,20,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,27.0887006439586,Berlin2,418,0.61,0.7,3,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,332.42250728755,Berlin2,110,0.61,0.7,31,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,28.1137241109393,Berlin3,151,0.61,0.7,7,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,547.404057274867,Berlin3,216,0.61,0.7,25,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,319.963511512758,Berlin3,77,0.61,0.7,13,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,309.878484681359,Berlin3,209,0.61,0.7,11,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,302.317399752358,Berlin3,12,0.61,0.7,28,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,170.924410966538,Berlin3,177,0.61,0.7,4,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,320.333011146825,Berlin3,114,0.61,0.7,13,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,216.359009931309,Berlin3,58,0.61,0.7,17,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,177.923123776355,Berlin3,43,0.61,0.7,21,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,337.838721595088,Berlin3,154,0.61,0.7,11,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,184.493723208714,Berlin3,76,0.61,0.7,15,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,363.149415375012,Berlin3,16,0.61,0.7,29,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,556.369467382631,Berlin3,392,0.61,0.7,5,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,214.755504023012,Berlin3,297,0.61,0.7,18,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
