,Unnamed: 0,Unnamed: 0.1,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature,inappropriate_type,flat_roof,gabled_roof,round_roof
96,96,1096,Seattle1,87,178.57439029401402,641,0.6,0.81,0.0,10.76,0,0,0,0
97,97,1097,Seattle1,87,892.163907079173,215,0.6,0.81,1.0,10.72,0,0,0,0
98,98,1098,Seattle1,87,42.8645001538121,673,0.6,0.81,0.0,10.76,0,1,0,0
99,99,1099,Seattle1,87,86.3731676009457,439,0.6,0.81,1.0,10.72,0,1,0,0
100,100,1100,Seattle2,88,207.508667464202,2,0.6,0.77,0.0,11.49,0,0,0,0
101,101,1101,Seattle2,88,295.966425292382,2,0.6,0.77,0.0,11.64,0,0,0,0
102,102,1102,Seattle2,88,165.58069299942198,2,0.6,0.77,0.0,11.49,0,0,0,0
103,103,1103,Seattle2,88,187.340083797308,2,0.6,0.77,0.0,11.64,0,0,0,0
104,104,1104,Seattle2,88,217.62955861909802,2,0.6,0.77,0.0,11.49,0,0,0,0
105,105,1105,Seattle2,88,165.771607210133,2,0.6,0.77,0.0,11.64,0,1,0,0
106,106,1106,Seattle2,88,147.587715698779,2,0.6,0.77,0.0,11.49,0,0,0,0
107,107,1107,Seattle2,88,248.005763380406,2,0.6,0.77,0.0,11.49,0,0,0,0
108,108,1108,Seattle2,88,121.3998148477,2,0.6,0.77,0.0,11.64,0,0,0,0
109,109,1109,Seattle2,88,120.046367729222,2,0.6,0.77,0.0,11.49,0,0,0,0
110,110,1110,Seattle2,88,349.183026924468,2,0.6,0.77,0.0,11.49,0,0,0,0
111,111,1111,Seattle2,88,250.79738562941105,2,0.6,0.77,0.0,11.64,0,0,0,1
112,112,1112,Seattle2,88,82.46675598251659,2,0.6,0.77,0.0,11.64,0,0,0,0
113,113,1113,Seattle2,88,196.60146044736598,2,0.6,0.77,0.0,11.64,0,0,0,0
114,114,1114,Seattle2,88,217.422612447236,2,0.6,0.77,0.0,11.49,0,0,0,0
115,115,1115,Seattle2,88,273.930884114449,2,0.6,0.77,0.0,11.49,0,0,0,0
116,116,1116,Seattle2,88,165.473065179333,2,0.6,0.77,0.0,11.64,1,0,0,0
117,117,1117,Seattle2,88,29.67657744650889,2,0.6,0.77,0.0,11.64,0,0,0,0
118,118,1118,Seattle2,88,199.075209070927,2,0.6,0.77,0.0,11.64,0,0,0,0
119,119,1119,Seattle2,88,18.8626023470325,2,0.6,0.77,0.0,11.49,0,0,0,0
120,120,1120,Seattle2,88,127.97774802466999,2,0.6,0.77,0.0,11.64,0,0,0,0
121,121,1121,Seattle2,88,171.387728011761,2,0.6,0.77,0.0,11.64,0,0,1,0
122,122,1122,Seattle2,88,60.0475646782296,2,0.6,0.77,0.0,11.64,0,1,0,0
123,123,1123,Seattle2,88,145.117077824611,2,0.6,0.77,0.0,11.64,0,0,0,0
124,124,1124,Seattle2,88,181.281533416147,2,0.6,0.77,0.0,11.64,0,0,0,0
125,125,1125,Seattle2,88,158.454172701496,2,0.6,0.77,0.0,11.49,0,0,0,0
