,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature
80,Berlin1,81,19.5704375047902,1311,0.61,0.7,0,11.57
81,Berlin1,81,97.2999332861356,366,0.61,0.7,1,11.58
82,Berlin1,81,66.3182703182053,1083,0.61,0.7,0,11.58
83,Berlin1,81,66.7156924350545,1188,0.61,0.7,0,11.57
84,Berlin1,81,107.582920610548,1347,0.61,0.7,0,11.57
85,Berlin1,81,42.405473252721,1381,0.61,0.7,0,11.57
86,Berlin1,81,126.195783756774,855,0.61,0.7,0,11.56
87,Berlin1,81,61.2615397301849,1337,0.61,0.7,0,11.57
88,Berlin1,81,55.6474201931031,242,0.61,0.7,3,11.58
89,Berlin1,81,16.396646113930398,193,0.61,0.7,3,11.58
90,Berlin1,81,17.1038091328052,104,0.61,0.7,3,11.58
91,Berlin1,81,64.6883044317419,1105,0.61,0.7,0,11.58
92,Berlin1,81,16.209024154399902,119,0.61,0.7,3,11.58
93,Berlin1,81,20.2097026600185,1065,0.61,0.7,0,11.57
94,Berlin1,81,16.535048445228,1553,0.61,0.7,0,11.57
95,Berlin1,81,83.2393043246735,1436,0.61,0.7,0,11.57
96,Berlin1,81,92.11703422860529,1084,0.61,0.7,0,11.56
97,Berlin1,81,124.27201630245199,839,0.61,0.7,0,11.56
98,Berlin1,81,18.081438564279,192,0.61,0.7,3,11.58
99,Berlin1,81,65.60637886623961,1537,0.61,0.7,0,11.57
100,Berlin2,79,384.273913258319,154,0.61,0.7,14,11.54
101,Berlin2,58,328.22762466449103,109,0.61,0.7,35,11.5
102,Berlin2,79,431.665444329971,169,0.61,0.7,4,11.56
103,Berlin2,79,120.181446719888,85,0.61,0.7,4,11.56
104,Berlin2,58,360.47825026559997,8,0.61,0.7,28,11.5
105,Berlin2,79,51.4300983968019,209,0.61,0.7,4,11.56
106,Berlin2,58,435.30940748596606,20,0.61,0.7,30,11.5
107,Berlin2,58,71.7709007272765,132,0.61,0.7,24,11.5
108,Berlin2,79,136.763584556083,312,0.61,0.7,1,11.56
109,Berlin2,79,173.717898819743,235,0.61,0.7,4,11.56
110,Berlin2,79,22.226203882828603,373,0.61,0.7,3,11.56
111,Berlin2,76,409.529112317763,165,0.61,0.7,7,11.54
112,Berlin2,58,328.68655571041097,133,0.61,0.7,34,11.5
113,Berlin2,58,127.60029585728701,62,0.61,0.7,31,11.5
114,Berlin2,76,412.469630091272,138,0.61,0.7,11,11.54
115,Berlin2,79,216.218729614464,365,0.61,0.7,4,11.56
116,Berlin2,79,183.591311406388,391,0.61,0.7,4,11.56
117,Berlin2,58,305.696356633471,18,0.61,0.7,29,11.5
118,Berlin2,76,43.79407166083071,442,0.61,0.7,10,11.54
119,Berlin2,79,95.51588981375359,153,0.61,0.7,8,11.56
120,Berlin2,79,259.321705978425,235,0.61,0.7,1,11.56
121,Berlin2,79,89.1502200803076,251,0.61,0.7,11,11.56
122,Berlin2,76,510.61610751019094,93,0.61,0.7,9,11.54
123,Berlin2,76,531.220140966996,109,0.61,0.7,10,11.54
124,Berlin2,76,761.839389290494,35,0.61,0.7,8,11.54
125,Berlin2,79,232.14345954973598,302,0.61,0.7,4,11.56
126,Berlin2,58,903.8147577241949,56,0.61,0.7,19,11.5
127,Berlin2,79,155.64564857435602,210,0.61,0.7,1,11.56
128,Berlin2,79,163.217659725779,155,0.61,0.7,5,11.56
129,Berlin2,79,126.78605924610001,97,0.61,0.7,9,11.56
130,Berlin2,58,240.84479022954102,67,0.61,0.7,32,11.5
131,Berlin2,58,197.419377596454,282,0.61,0.7,20,11.5
132,Berlin2,58,91.6366040224292,129,0.61,0.7,29,11.5
133,Berlin2,76,416.523440148773,46,0.61,0.7,5,11.54
134,Berlin2,79,751.8840307202879,411,0.61,0.7,3,11.56
135,Berlin2,58,87.0122937914575,128,0.61,0.7,30,11.5
136,Berlin2,58,201.546847296121,240,0.61,0.7,27,11.5
137,Berlin2,76,138.65341376766702,132,0.61,0.7,17,11.54
138,Berlin2,76,311.943328710841,304,0.61,0.7,20,11.54
139,Berlin2,76,288.587453662266,77,0.61,0.7,6,11.54
140,Berlin2,76,770.819725911435,169,0.61,0.7,20,11.54
141,Berlin2,79,72.24664482412129,99,0.61,0.7,14,11.56
142,Berlin2,79,1311.0209761521198,80,0.61,0.7,5,11.54
143,Berlin2,58,535.842438059465,133,0.61,0.7,27,11.5
144,Berlin2,58,545.666197868043,114,0.61,0.7,22,11.5
145,Berlin2,76,179.579441179707,111,0.61,0.7,21,11.54
146,Berlin2,79,17.144686022158197,237,0.61,0.7,4,11.56
147,Berlin2,76,185.432767255286,272,0.61,0.7,20,11.54
148,Berlin2,79,107.69856905270399,327,0.61,0.7,3,11.56
149,Berlin2,76,1587.3052941167498,401,0.61,0.7,4,11.54
150,Berlin2,79,193.58256630891398,95,0.61,0.7,13,11.56
151,Berlin2,58,240.626866812237,69,0.61,0.7,34,11.5
152,Berlin2,58,312.286913370354,67,0.61,0.7,30,11.5
153,Berlin2,76,62.295864577938005,72,0.61,0.7,6,11.54
154,Berlin2,76,516.18418641269,22,0.61,0.7,22,11.54
155,Berlin2,76,750.958422370197,76,0.61,0.7,15,11.54
156,Berlin2,58,527.722273506776,119,0.61,0.7,33,11.5
157,Berlin2,76,148.625166331585,88,0.61,0.7,9,11.54
158,Berlin2,76,488.504339541406,131,0.61,0.7,10,11.54
159,Berlin2,79,222.57166508890302,541,0.61,0.7,0,11.56
160,Berlin2,76,474.24344388283896,374,0.61,0.7,10,11.54
161,Berlin2,79,86.3144279120302,362,0.61,0.7,1,11.56
162,Berlin2,79,20.5658686149317,375,0.61,0.7,1,11.56
163,Berlin2,76,864.440942347427,214,0.61,0.7,19,11.54
164,Berlin2,79,197.88076883152002,78,0.61,0.7,13,11.56
165,Berlin2,79,767.4290236321901,311,0.61,0.7,6,11.56
166,Berlin2,79,42.5843236537455,485,0.61,0.7,2,11.56
167,Berlin2,76,579.453753480758,60,0.61,0.7,22,11.54
168,Berlin2,79,310.084199603938,142,0.61,0.7,17,11.54
169,Berlin2,76,497.57078923959506,136,0.61,0.7,17,11.54
170,Berlin2,79,11.0002692838623,244,0.61,0.7,4,11.56
171,Berlin2,76,199.745690243852,62,0.61,0.7,6,11.54
172,Berlin2,79,220.82976808572602,177,0.61,0.7,9,11.56
173,Berlin2,79,306.66156378653096,510,0.61,0.7,0,11.56
174,Berlin2,79,24.8137427047469,299,0.61,0.7,1,11.56
175,Berlin2,76,388.239962944685,119,0.61,0.7,9,11.54
176,Berlin2,76,1114.32959687217,172,0.61,0.7,23,11.54
177,Berlin2,79,154.568464805025,57,0.61,0.7,15,11.54
178,Berlin2,58,109.978023610156,56,0.61,0.7,34,11.5
179,Berlin2,76,102.636039367715,194,0.61,0.7,19,11.54
180,Berlin2,79,16.3993345182479,265,0.61,0.7,4,11.56
181,Berlin2,76,833.499272243021,49,0.61,0.7,16,11.54
182,Berlin2,79,202.524764787836,58,0.61,0.7,19,11.54
183,Berlin2,76,708.141178538113,151,0.61,0.7,13,11.54
184,Berlin2,79,165.389650396846,443,0.61,0.7,2,11.56
185,Berlin2,79,25.186853416476,305,0.61,0.7,7,11.56
186,Berlin2,79,209.05409042717,396,0.61,0.7,3,11.56
187,Berlin2,58,250.788735745023,83,0.61,0.7,23,11.5
188,Berlin2,76,170.224016776009,130,0.61,0.7,11,11.54
189,Berlin2,58,563.162794069227,75,0.61,0.7,36,11.5
190,Berlin2,76,46.59760266218821,124,0.61,0.7,17,11.54
191,Berlin2,58,370.31738888617,8,0.61,0.7,27,11.5
