,_id,addr:housenumber,addr:street,air_quality,amenity,area,bbox_id,building,building_centroid,closest_shop,cloud_cover,description,geometry,height,humidity,name,request_area_bottom_left,request_area_top_right,shops_amount,shops_count,temperature
6726,{'$oid': '5bd4587cc6b61440ac162698'},9524,Densmore Avenue North,88,,92.72441337637551,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33730140000002, 47.69859265]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3374181, 47.6985683], [-122.3374186, 47.6986158], [-122.3371847, 47.698617], [-122.3371842, 47.6985695], [-122.3374181, 47.6985683]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6717,{'$oid': '5bd4587cc6b61440ac16268f'},9511,Wallingford Avenue North,88,,134.43651478540832,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33677743595265, 47.69822153491032]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3367026, 47.6981732], [-122.3368705, 47.6981714], [-122.3368696, 47.6982348], [-122.3368232, 47.6982344], [-122.3368225, 47.6982805], [-122.3367048, 47.6982797], [-122.3367055, 47.6982285], [-122.3366912, 47.6982284], [-122.3366916, 47.6981984], [-122.3367025, 47.6981985], [-122.3367026, 47.6981732]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6722,{'$oid': '5bd4587cc6b61440ac162694'},9516,Densmore Avenue North,88,,105.9214500120524,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33734612589693, 47.698339567332276]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3373954, 47.69829], [-122.3373955, 47.69831], [-122.3374237, 47.6983102], [-122.3374246, 47.6983641], [-122.3373944, 47.6983648], [-122.3373953, 47.6983861], [-122.3372872, 47.6983875], [-122.3372869, 47.6983817], [-122.3372665, 47.6983821], [-122.3372653, 47.6983548], [-122.3372859, 47.6983544], [-122.3372847, 47.6982907], [-122.3373954, 47.69829]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6862,{'$oid': '5bd4587cc6b61440ac162720'},,,88,,204.3544017364441,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33899023180646, 47.69633888529534]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3390588, 47.6962507], [-122.3390612, 47.6964262], [-122.3389216, 47.696427], [-122.3389193, 47.6962516], [-122.3390588, 47.6962507]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6686,{'$oid': '5bd4587cc6b61440ac162670'},9735,Wallingford Avenue North,88,,128.27624297640315,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33685156125382, 47.700586335475656]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3367324, 47.7006298], [-122.3367294, 47.7005456], [-122.3367936, 47.7005445], [-122.3367946, 47.7005729], [-122.3368565, 47.7005719], [-122.3368563, 47.7005644], [-122.3369037, 47.7005636], [-122.3369034, 47.7005566], [-122.3370124, 47.7005548], [-122.3370133, 47.70058], [-122.3369935, 47.7005803], [-122.3369944, 47.7006034], [-122.3369043, 47.7006049], [-122.3369044, 47.700609], [-122.3368593, 47.7006098], [-122.3368596, 47.7006179], [-122.3368102, 47.7006187], [-122.3368105, 47.7006286], [-122.3367324, 47.7006298]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6936,{'$oid': '5bd4587cc6b61440ac16276a'},9054,Meridian Avenue North,88,,133.95612790755413,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33346040000004, 47.6953514]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3335383, 47.6954029], [-122.3333861, 47.6954053], [-122.3333825, 47.6952999], [-122.3335347, 47.6952975], [-122.3335383, 47.6954029]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.08
6621,{'$oid': '5bd4587cc6b61440ac16262f'},9410,1st Avenue Northeast,88,,79.96202651024835,Seattle3,,"{'type': 'Point', 'coordinates': [-122.32810455684755, 47.69720726686863]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3281598, 47.6972494], [-122.3280413, 47.6972471], [-122.3280434, 47.6971964], [-122.3280556, 47.6971967], [-122.3280571, 47.6971631], [-122.3281634, 47.6971652], [-122.3281598, 47.6972494]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.08
6620,{'$oid': '5bd4587cc6b61440ac16262e'},9226,1st Avenue Northeast,88,,203.64979420156874,Seattle3,,"{'type': 'Point', 'coordinates': [-122.32806808038194, 47.696713291948974]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3279637, 47.6967707], [-122.3279618, 47.696712], [-122.3280002, 47.6967114], [-122.3279997, 47.6966952], [-122.3279235, 47.6966963], [-122.3279225, 47.6966651], [-122.3279993, 47.696664], [-122.3280045, 47.6966607], [-122.3281793, 47.696658], [-122.3281829, 47.6967674], [-122.3279637, 47.6967707]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.08
6745,{'$oid': '5bd4587cc6b61440ac1626ab'},9545,College Way North,88,,142.4665478493891,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33546990289423, 47.69914955939402]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3355713, 47.6991089], [-122.3355712, 47.6991422], [-122.335589, 47.6991422], [-122.335589, 47.6991582], [-122.3355701, 47.6991582], [-122.33557, 47.6991906], [-122.3353652, 47.6991903], [-122.3353654, 47.6991086], [-122.3355713, 47.6991089]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6959,{'$oid': '5bd4587cc6b61440ac162781'},,,88,,5746.4043138368215,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33728673562169, 47.695235102622796]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3380262, 47.6956188], [-122.3380275, 47.6953589], [-122.3375514, 47.6953535], [-122.3375487, 47.6950077], [-122.3373556, 47.6950059], [-122.3373556, 47.6949671], [-122.3375809, 47.6949662], [-122.3375742, 47.6947821], [-122.3369989, 47.6947721], [-122.3369975, 47.6948155], [-122.3369439, 47.6948164], [-122.3369412, 47.6947712], [-122.3367347, 47.6947712], [-122.3367387, 47.6949771], [-122.3371008, 47.6949834], [-122.3371008, 47.6950863], [-122.3369694, 47.6950854], [-122.336968, 47.6951332], [-122.3368983, 47.6951332], [-122.336897, 47.6950836], [-122.3367548, 47.6950863], [-122.3367655, 47.695293], [-122.3370901, 47.6952957], [-122.3370941, 47.6954067], [-122.3369761, 47.6954112], [-122.3369734, 47.6954555], [-122.336897, 47.6954555], [-122.3368983, 47.6954031], [-122.3367494, 47.6954049], [-122.3367561, 47.6956107], [-122.3372081, 47.6956071], [-122.3372081, 47.695562], [-122.3375581, 47.695562], [-122.3375581, 47.6956197], [-122.3380262, 47.6956188]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6786,{'$oid': '5bd4587cc6b61440ac1626d4'},9212,Densmore Avenue North,88,,127.40547580685357,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33719115951122, 47.69638557495042]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3372574, 47.6964433], [-122.3371254, 47.6964435], [-122.3371249, 47.6963279], [-122.3372569, 47.6963276], [-122.3372574, 47.6964433]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6683,{'$oid': '5bd4587cc6b61440ac16266d'},9732,Wallingford Avenue North,88,,167.82301397436404,Seattle3,house,"{'type': 'Point', 'coordinates': [-122.33625186408577, 47.70056921446361]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3361464, 47.7006147], [-122.3361423, 47.7005216], [-122.3363375, 47.7005189], [-122.3363395, 47.7005627], [-122.33637, 47.7005613], [-122.3363741, 47.7006147], [-122.3361464, 47.7006147]]]}",12.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6658,{'$oid': '5bd4587cc6b61440ac162654'},9711,Densmore Avenue North,88,,188.30328442801837,Seattle3,,"{'type': 'Point', 'coordinates': [-122.3379713798277, 47.70005318244661]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3378515, 47.7001012], [-122.3378507, 47.700073], [-122.3378344, 47.7000732], [-122.3378329, 47.700021], [-122.3378966, 47.7000202], [-122.3378959, 47.6999979], [-122.3379529, 47.6999971], [-122.3379535, 47.700019], [-122.3380435, 47.7000178], [-122.3380433, 47.7000119], [-122.3381124, 47.700011], [-122.3381146, 47.7000872], [-122.3379983, 47.7000888], [-122.3379986, 47.7000993], [-122.3378515, 47.7001012]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6684,{'$oid': '5bd4587cc6b61440ac16266e'},9733,College Way North,88,,219.91871774631636,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33555370892779, 47.70055919742779]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3354133, 47.7005173], [-122.3357286, 47.7005131], [-122.3357304, 47.7005765], [-122.3356164, 47.700578], [-122.3356169, 47.7005946], [-122.3355344, 47.7005956], [-122.3355352, 47.7006211], [-122.3354163, 47.7006227], [-122.3354133, 47.7005173]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6863,{'$oid': '5bd4587cc6b61440ac162721'},,,88,,16.7668966118719,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33713949999999, 47.6975419]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3371077, 47.6975583], [-122.3371052, 47.697528], [-122.3371713, 47.6975255], [-122.3371738, 47.6975558], [-122.3371077, 47.6975583]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6639,{'$oid': '5bd4587cc6b61440ac162641'},,,88,,93.54669576290121,Seattle3,,"{'type': 'Point', 'coordinates': [-122.32802090000001, 47.69853944999999]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3280623, 47.6984725], [-122.3280634, 47.6986061], [-122.3279795, 47.6986064], [-122.3279784, 47.6984728], [-122.3280623, 47.6984725]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.08
6866,{'$oid': '5bd4587cc6b61440ac162724'},,,88,,41.48909601411891,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33540532644463, 47.69729109111242]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3353563, 47.6972638], [-122.3354501, 47.6972645], [-122.3354492, 47.6973211], [-122.3353834, 47.6973206], [-122.3353558, 47.6972963], [-122.3353563, 47.6972638]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6671,{'$oid': '5bd4587cc6b61440ac162661'},9721,Wallingford Avenue North,88,,99.91614322764248,Seattle3,,"{'type': 'Point', 'coordinates': [-122.3368181, 47.70030989999999]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3369006, 47.7003459], [-122.3367366, 47.7003469], [-122.3367356, 47.7002739], [-122.3368996, 47.7002729], [-122.3369006, 47.7003459]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6763,{'$oid': '5bd4587cc6b61440ac1626bd'},,,88,,89.3420988893293,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33992903651932, 47.69946132495539]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3399947, 47.6995021], [-122.3398631, 47.6995019], [-122.3398634, 47.6994205], [-122.339995, 47.6994208], [-122.3399947, 47.6995021]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6776,{'$oid': '5bd4587cc6b61440ac1626ca'},,,88,,194.49183305551063,Seattle3,,"{'type': 'Point', 'coordinates': [-122.3400472077978, 47.6987730762494]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3401791, 47.6988144], [-122.3399147, 47.6988203], [-122.3399105, 47.6987351], [-122.3400956, 47.6987309], [-122.3400949, 47.698716], [-122.3401457, 47.6987149], [-122.3401465, 47.6987304], [-122.340175, 47.6987298], [-122.3401791, 47.6988144]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6743,{'$oid': '5bd4587cc6b61440ac1626a9'},9541,Wallingford Avenue North,88,,153.25876610137024,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33677901653198, 47.69902491101044]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3368442, 47.6990917], [-122.3367043, 47.699092], [-122.3367039, 47.6989945], [-122.3367239, 47.6989944], [-122.3367238, 47.6989667], [-122.3367895, 47.6989665], [-122.3367893, 47.6989406], [-122.3368434, 47.6989405], [-122.3368442, 47.6990917]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6922,{'$oid': '5bd4587cc6b61440ac16275c'},2157,North 92nd Street,88,,101.05860705083032,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33214988167293, 47.695670054492034]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3320857, 47.695716], [-122.3321031, 47.6956049], [-122.3321787, 47.6956103], [-122.3321728, 47.6956478], [-122.3322215, 47.6956512], [-122.3322099, 47.6957248], [-122.3320857, 47.695716]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.08
6869,{'$oid': '5bd4587cc6b61440ac162727'},,,88,,235.39631934601078,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33902555396118, 47.69722497300025]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3389106, 47.6973074], [-122.3389084, 47.6971738], [-122.3390209, 47.6971729], [-122.3390208, 47.6971633], [-122.3391718, 47.6971622], [-122.3391732, 47.6972454], [-122.339032, 47.6972465], [-122.339033, 47.6973065], [-122.3389106, 47.6973074]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6660,{'$oid': '5bd4587cc6b61440ac162656'},9712,Densmore Avenue North,88,,131.8720126335289,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33736856304326, 47.70002757874606]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3374442, 47.700074], [-122.3372482, 47.7000774], [-122.3372468, 47.7000455], [-122.3373202, 47.7000436], [-122.3373193, 47.6999701], [-122.3374434, 47.6999674], [-122.3374461, 47.7000145], [-122.3374542, 47.7000143], [-122.3374555, 47.700037], [-122.3374426, 47.7000373], [-122.3374442, 47.700074]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6667,{'$oid': '5bd4587cc6b61440ac16265d'},9720,Densmore Avenue North,88,,114.48059323758476,Seattle3,,"{'type': 'Point', 'coordinates': [-122.3373137601251, 47.70026759904886]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3371812, 47.7002426], [-122.3374368, 47.7002408], [-122.3374369, 47.7002483], [-122.3374495, 47.7002482], [-122.3374501, 47.7002853], [-122.337434, 47.7002854], [-122.3374341, 47.7002928], [-122.337182, 47.7002945], [-122.3371812, 47.7002426]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6641,{'$oid': '5bd4587cc6b61440ac162643'},,,88,,96.96582773406836,Seattle3,,"{'type': 'Point', 'coordinates': [-122.32809019759725, 47.69707818625616]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3280152, 47.6971172], [-122.3280126, 47.6970411], [-122.3281634, 47.6970387], [-122.3281648, 47.69708], [-122.3281686, 47.6970799], [-122.3281698, 47.6971148], [-122.3280152, 47.6971172]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.08
6841,{'$oid': '5bd4587cc6b61440ac16270b'},,,88,,136.80792138176358,Seattle3,,"{'type': 'Point', 'coordinates': [-122.3373581138352, 47.696385243829965]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3372861, 47.6963284], [-122.337432, 47.6963262], [-122.3374329, 47.6963555], [-122.3374272, 47.6963556], [-122.337428, 47.696379], [-122.3374206, 47.6963791], [-122.3374211, 47.6963929], [-122.3374257, 47.6963928], [-122.3374266, 47.6964191], [-122.3374304, 47.6964191], [-122.3374311, 47.6964408], [-122.33742, 47.6964409], [-122.3374201, 47.6964434], [-122.3372899, 47.6964453], [-122.3372861, 47.6963284]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6706,{'$oid': '5bd4587cc6b61440ac162684'},1709,North 97th Street,88,,110.9204026955648,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33717405039418, 47.69942399582193]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3371186, 47.6993665], [-122.3371949, 47.6993666], [-122.337195, 47.6993623], [-122.3372383, 47.6993623], [-122.3372382, 47.6994015], [-122.3372229, 47.6994015], [-122.3372228, 47.6994497], [-122.3372316, 47.6994497], [-122.3372316, 47.6994603], [-122.3372221, 47.6994603], [-122.3372221, 47.6994863], [-122.3371184, 47.6994863], [-122.3371186, 47.6993665]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6746,{'$oid': '5bd4587cc6b61440ac1626ac'},9546,Densmore Avenue North,88,,164.50203332394872,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33737383521786, 47.69920757977705]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3373146, 47.699128], [-122.3374347, 47.6991276], [-122.3374352, 47.6991955], [-122.3374446, 47.6991955], [-122.337445, 47.69925], [-122.3374324, 47.69925], [-122.3374326, 47.6992828], [-122.3373163, 47.6992832], [-122.3373163, 47.6992743], [-122.3372718, 47.6992744], [-122.3372717, 47.6992592], [-122.3373155, 47.6992591], [-122.3373146, 47.699128]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6831,{'$oid': '5bd4587cc6b61440ac162701'},9256,Densmore Avenue North,88,,119.3901021100446,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33732539826796, 47.69761724627623]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3374154, 47.6975752], [-122.3374153, 47.6976031], [-122.3374116, 47.6976031], [-122.3374115, 47.6976209], [-122.3374027, 47.6976209], [-122.3374026, 47.697661], [-122.3372419, 47.6976609], [-122.3372421, 47.697575], [-122.3374154, 47.6975752]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6739,{'$oid': '5bd4587cc6b61440ac1626a5'},9536,Densmore Avenue North,88,,213.58676557072977,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33729745107287, 47.69888244503225]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3374144, 47.698828], [-122.3374144, 47.6989301], [-122.3373645, 47.6989301], [-122.3373645, 47.6989491], [-122.3372996, 47.6989491], [-122.3372996, 47.6989322], [-122.3371804, 47.6989323], [-122.3371804, 47.6988785], [-122.3371672, 47.6988785], [-122.3371672, 47.6988593], [-122.3371817, 47.6988593], [-122.3371817, 47.698828], [-122.3374144, 47.698828]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6778,{'$oid': '5bd4587cc6b61440ac1626cc'},9200,Wallingford Avenue North,88,,200.35713277585705,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33616063580224, 47.69610618261438]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3360314, 47.6961506], [-122.3360325, 47.6960552], [-122.3361938, 47.696056], [-122.3361936, 47.6960706], [-122.3363002, 47.6960712], [-122.3362993, 47.696152], [-122.3360314, 47.6961506]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6880,{'$oid': '5bd4587cc6b61440ac162732'},,,88,,125.45744979433343,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33992989107465, 47.69723022517141]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3398656, 47.6971714], [-122.3399925, 47.6971706], [-122.3399942, 47.697289], [-122.3398673, 47.6972899], [-122.3398656, 47.6971714]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6611,{'$oid': '5bd4587cc6b61440ac162625'},125,Northeast 92nd Street,88,,137.98486690319356,Seattle3,,"{'type': 'Point', 'coordinates': [-122.32733473681382, 47.695711720277025]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3274013, 47.6956476], [-122.3274008, 47.6957733], [-122.3272837, 47.6957731], [-122.3272837, 47.6957602], [-122.3272595, 47.6957601], [-122.3272598, 47.6956851], [-122.3272842, 47.6956851], [-122.3272844, 47.6956474], [-122.3274013, 47.6956476]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.08
6760,{'$oid': '5bd4587cc6b61440ac1626ba'},,,88,,127.72648568824133,Seattle3,,"{'type': 'Point', 'coordinates': [-122.3399308154612, 47.69808976284484]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3399964, 47.6981492], [-122.3398907, 47.6981499], [-122.3398904, 47.6981298], [-122.3398607, 47.69813], [-122.3398606, 47.6981222], [-122.3398559, 47.6981223], [-122.3398555, 47.6980908], [-122.3398605, 47.6980908], [-122.3398604, 47.6980863], [-122.339854, 47.6980863], [-122.3398536, 47.6980575], [-122.3398633, 47.6980574], [-122.3398632, 47.6980508], [-122.339892, 47.6980506], [-122.3398916, 47.6980296], [-122.3399947, 47.698029], [-122.3399964, 47.6981492]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6916,{'$oid': '5bd4587cc6b61440ac162756'},,,88,,28.56031761555986,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33557474999999, 47.695270449999995]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3355343, 47.6952916], [-122.3355343, 47.6952493], [-122.3356152, 47.6952493], [-122.3356152, 47.6952916], [-122.3355343, 47.6952916]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6697,{'$oid': '5bd4587cc6b61440ac16267b'},,,88,,40.87225084525889,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33578945, 47.7002918]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3358426, 47.700268], [-122.335845, 47.700313], [-122.3357363, 47.7003156], [-122.3357339, 47.7002706], [-122.3358426, 47.700268]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6657,{'$oid': '5bd4587cc6b61440ac162653'},9708,Ashworth Avenue North,88,,127.71645093911836,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33947135205906, 47.700014992761766]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3395515, 47.7000527], [-122.3395221, 47.7000529], [-122.3395225, 47.7000789], [-122.3394675, 47.7000792], [-122.3394672, 47.7000551], [-122.3394019, 47.7000556], [-122.3394015, 47.7000276], [-122.3393803, 47.7000278], [-122.3393799, 47.6999986], [-122.3393993, 47.6999984], [-122.3393987, 47.6999597], [-122.3394713, 47.6999592], [-122.3394715, 47.6999719], [-122.3395503, 47.6999714], [-122.3395515, 47.7000527]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
6954,{'$oid': '5bd4587cc6b61440ac16277c'},9218,Densmore Avenue North,88,,171.7193636910127,Seattle3,,"{'type': 'Point', 'coordinates': [-122.33731194819539, 47.6965390539687]}",2,0.6,,"{'type': 'Polygon', 'coordinates': [[[-122.3373958, 47.6965973], [-122.337199, 47.6965954], [-122.3372, 47.6965486], [-122.3372482, 47.696549], [-122.3372499, 47.6964726], [-122.3373985, 47.6964741], [-122.3373958, 47.6965973]]]}",15.0,0.79,,"{'type': 'Point', 'coordinates': [-122.339973, 47.695205]}","{'type': 'Point', 'coordinates': [-122.327271, 47.700636]}",,0.0,11.2
