,_id,addr:housenumber,addr:street,air_quality,amenity,area,bbox_id,building,building_centroid,closest_shop,cloud_cover,description,geometry,height,humidity,name,request_area_bottom_left,request_area_top_right,shops_amount,shops_count,temperature
3577,{'$oid': '5bd44daac6b61430207daecd'},46,East 92nd Street,84,,132.73103723603393,NY7,,"{'type': 'Point', 'coordinates': [-73.95578998127753, 40.784363994138666]}",63,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9558156, 40.7842681], [-73.9558821, 40.7842963], [-73.9558663, 40.7843179], [-73.9558319, 40.7843647], [-73.9557972, 40.7844121], [-73.9557584, 40.7844649], [-73.9557134, 40.7844458], [-73.9557276, 40.7844264], [-73.9557061, 40.7844173], [-73.9558156, 40.7842681]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
3358,{'$oid': '5bd44daac6b61430207dadf2'},1848,2nd Avenue,83,,227.52050148259536,NY7,,"{'type': 'Point', 'coordinates': [-73.94702538430163, 40.78378322447886]}",76,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9468383, 40.783744], [-73.9468711, 40.7836987], [-73.9469064, 40.7837134], [-73.946909, 40.7837098], [-73.9469495, 40.7837267], [-73.9469596, 40.7837129], [-73.9471992, 40.783813], [-73.9471537, 40.7838758], [-73.9470902, 40.7838493], [-73.9468383, 40.783744]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",19.0,,12.25
3529,{'$oid': '5bd44daac6b61430207dae9d'},112,East 91st Street,84,,199.95141708580837,NY7,,"{'type': 'Point', 'coordinates': [-73.95426934940745, 40.782882705071984]}",82,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9543007, 40.7827662], [-73.9543829, 40.7828009], [-73.9542899, 40.7829282], [-73.954238, 40.7829992], [-73.9541558, 40.7829645], [-73.9542097, 40.7828907], [-73.9542272, 40.7828668], [-73.9543007, 40.7827662]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",14.0,,12.77
3525,{'$oid': '5bd44daac6b61430207dae99'},105,East 91st Street,84,,84.2955151479118,NY7,,"{'type': 'Point', 'coordinates': [-73.9542482382924, 40.7832834336686]}",126,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9542719, 40.7832054], [-73.954323, 40.783227], [-73.9542245, 40.7833615], [-73.9541735, 40.7833399], [-73.9542719, 40.7832054]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",14.0,,12.77
3681,{'$oid': '5bd44daac6b61430207daf35'},,,83,,1437.9930674558536,NY7,,"{'type': 'Point', 'coordinates': [-73.94858470090941, 40.78422042125003]}",113,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.948064, 40.7840866], [-73.948081, 40.7840589], [-73.9481201, 40.7840656], [-73.9481673, 40.7840057], [-73.9481621, 40.7839831], [-73.9481846, 40.7839698], [-73.9490805, 40.7843392], [-73.9489802, 40.7844722], [-73.948064, 40.7840866]]]}",15.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",21.0,,12.25
3567,{'$oid': '5bd44daac6b61430207daec3'},133,East 91st Street,84,,77.23335517313241,NY7,,"{'type': 'Point', 'coordinates': [-73.9535337955165, 40.78299323636307]}",70,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9535179, 40.7830631], [-73.9534641, 40.7830403], [-73.9535497, 40.7829234], [-73.9536035, 40.7829461], [-73.9535179, 40.7830631]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",14.0,,12.77
3328,{'$oid': '5bd44daac6b61430207dadd4'},,,83,,226.8207354978014,NY7,,"{'type': 'Point', 'coordinates': [-73.94878835, 40.78307809999999]}",65,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9488336, 40.7831683], [-73.9486639, 40.7830974], [-73.9487431, 40.7829879], [-73.9489128, 40.7830588], [-73.9488336, 40.7831683]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",21.0,,12.25
3295,{'$oid': '5bd44daac6b61430207dadb3'},,,83,,4481.334728155336,NY7,apartments,"{'type': 'Point', 'coordinates': [-73.94933497674937, 40.782273293221074]}",117,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9495231, 40.7825423], [-73.94953, 40.7825329], [-73.9495039, 40.7825219], [-73.9494427, 40.7826053], [-73.9491386, 40.7824765], [-73.9491325, 40.7824848], [-73.9489303, 40.7823992], [-73.9489364, 40.7823909], [-73.9488232, 40.7823429], [-73.9488897, 40.7822521], [-73.9488462, 40.7822337], [-73.9488408, 40.7822411], [-73.9487913, 40.7822201], [-73.9488856, 40.7820914], [-73.948877, 40.7820877], [-73.9489559, 40.7819801], [-73.9489638, 40.7819834], [-73.9490747, 40.781832], [-73.9491372, 40.7818584], [-73.949133, 40.7818644], [-73.9492258, 40.7819037], [-73.9491449, 40.7820142], [-73.949301, 40.7820803], [-73.9493434, 40.7820224], [-73.9492957, 40.7820022], [-73.9493192, 40.7819701], [-73.9495328, 40.7820606], [-73.9495515, 40.782035], [-73.9496166, 40.7820626], [-73.9495979, 40.7820881], [-73.9497647, 40.7821588], [-73.9496514, 40.7823134], [-73.9496816, 40.7823262], [-73.9497069, 40.7822916], [-73.9499055, 40.7823757], [-73.9498798, 40.7824107], [-73.9499122, 40.7824244], [-73.9497786, 40.7826066], [-73.9497484, 40.7825939], [-73.9497239, 40.7826273], [-73.9495231, 40.7825423]]]}",15.0,0.71,Ruppert House,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",23.0,,12.25
3623,{'$oid': '5bd44daac6b61430207daefb'},52,East 91st Street,84,,100.02662575760522,NY7,,"{'type': 'Point', 'coordinates': [-73.95621280637991, 40.78372212942768]}",79,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9562242, 40.7836526], [-73.9562552, 40.7836656], [-73.9562772, 40.7836355], [-73.9563033, 40.7836465], [-73.9561872, 40.7838058], [-73.9561301, 40.7837817], [-73.9562242, 40.7836526]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
3649,{'$oid': '5bd44daac6b61430207daf15'},107,East 89th Street,84,,180.4527518943746,NY7,,"{'type': 'Point', 'coordinates': [-73.95498551780273, 40.781995791398195]}",147,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9549127, 40.7820257], [-73.9549249, 40.7820194], [-73.9549808, 40.7819423], [-73.9549825, 40.7819294], [-73.9550193, 40.7818786], [-73.9550983, 40.7819117], [-73.9550615, 40.7819625], [-73.9550467, 40.7819699], [-73.9549908, 40.782047], [-73.9549917, 40.7820588], [-73.9549524, 40.782113], [-73.9548734, 40.7820799], [-73.9549127, 40.7820257]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",9.0,,12.77
3644,{'$oid': '5bd44daac6b61430207daf10'},,,84,,653.4944126731291,NY7,,"{'type': 'Point', 'coordinates': [-73.95667039500147, 40.78432033787707]}",44,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9568268, 40.7844321], [-73.9567918, 40.784417], [-73.9567772, 40.7844365], [-73.9567078, 40.7844066], [-73.9566855, 40.7844364], [-73.9565606, 40.7843825], [-73.9565512, 40.7843952], [-73.9564392, 40.784347], [-73.9565682, 40.7841741], [-73.9568622, 40.7843009], [-73.9568695, 40.7842912], [-73.9569168, 40.7843116], [-73.9568268, 40.7844321]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
3608,{'$oid': '5bd44daac6b61430207daeec'},,,84,,493.1564611544899,NY7,,"{'type': 'Point', 'coordinates': [-73.95613718681409, 40.78411267551124]}",74,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.956033, 40.7841501], [-73.9559838, 40.7841292], [-73.9560872, 40.7839883], [-73.956101, 40.7839696], [-73.9563092, 40.784058], [-73.956192, 40.7842176], [-73.9561847, 40.7842145], [-73.9561515, 40.7842598], [-73.9559997, 40.7841954], [-73.956033, 40.7841501]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
3594,{'$oid': '5bd44daac6b61430207daede'},,,84,,388.35085060144854,NY7,,"{'type': 'Point', 'coordinates': [-73.95462431822281, 40.78308358616212]}",131,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9548097, 40.7830648], [-73.9547114, 40.7831992], [-73.9544421, 40.7830854], [-73.954529, 40.7829664], [-73.9545582, 40.7829787], [-73.9545695, 40.7829633], [-73.9546088, 40.7829799], [-73.9545799, 40.7830194], [-73.9546838, 40.7830633], [-73.9547127, 40.7830238], [-73.9548097, 40.7830648]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",13.0,,12.77
3236,{'$oid': '5bd44daac6b61430207dad78'},1377,Lexington Avenue,84,,234.02769705445314,NY7,,"{'type': 'Point', 'coordinates': [-73.95324668845795, 40.78237562245712]}",53,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9531249, 40.7824217], [-73.9531707, 40.7823575], [-73.9532224, 40.7823788], [-73.9532318, 40.7823656], [-73.9531801, 40.7823443], [-73.9532308, 40.7822732], [-73.9533654, 40.7823286], [-73.9532594, 40.7824771], [-73.953173, 40.7824415], [-73.9531249, 40.7824217]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",14.0,,12.77
3320,{'$oid': '5bd44daac6b61430207dadcc'},,,84,,508.4139726922356,NY7,,"{'type': 'Point', 'coordinates': [-73.95221216123882, 40.78366533538175]}",78,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9521583, 40.7836858], [-73.9521139, 40.783746], [-73.9520319, 40.783711], [-73.9520773, 40.7836496], [-73.9520501, 40.783638], [-73.9521522, 40.7834996], [-73.952204, 40.7835217], [-73.9521621, 40.7835785], [-73.9522197, 40.783603], [-73.9522274, 40.7835925], [-73.9522323, 40.7835946], [-73.9522463, 40.7835756], [-73.9523851, 40.7836347], [-73.9523936, 40.7836558], [-73.952276, 40.7838151], [-73.9521702, 40.78377], [-73.9522146, 40.7837099], [-73.9521583, 40.7836858]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",19.0,,12.77
3332,{'$oid': '5bd44daac6b61430207dadd8'},152,East 94th Street,83,,955.183535612581,NY7,,"{'type': 'Point', 'coordinates': [-73.95138695434802, 40.784134416008214]}",111,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9511403, 40.7840478], [-73.9511703, 40.7840609], [-73.9512533, 40.7839511], [-73.9514108, 40.7840199], [-73.9514037, 40.7840293], [-73.9514711, 40.7840587], [-73.9514811, 40.7840456], [-73.9516551, 40.7841217], [-73.9515882, 40.7842101], [-73.9516266, 40.7842269], [-73.95155, 40.7843281], [-73.9513365, 40.7842348], [-73.9513534, 40.7842125], [-73.9513488, 40.7842104], [-73.9513839, 40.784164], [-73.9513287, 40.7841399], [-73.9512932, 40.7841869], [-73.951269, 40.7841763], [-73.9512496, 40.784202], [-73.9510798, 40.7841277], [-73.9511292, 40.7840624], [-73.9511403, 40.7840478]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",23.0,,12.25
3430,{'$oid': '5bd44daac6b61430207dae3a'},167,East 94th Street,83,,82.35365524714548,NY7,,"{'type': 'Point', 'coordinates': [-73.95103651783913, 40.78439587641338]}",86,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9510483, 40.7843265], [-73.9511074, 40.7843513], [-73.9510248, 40.7844652], [-73.9509656, 40.7844405], [-73.9510483, 40.7843265]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",23.0,,12.25
3374,{'$oid': '5bd44daac6b61430207dae02'},224,East 95th Street,83,,157.19859090682388,NY7,,"{'type': 'Point', 'coordinates': [-73.94859622896195, 40.78380172174045]}",93,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9485475, 40.7837981], [-73.9485587, 40.7837947], [-73.9485749, 40.7837724], [-73.9485739, 40.7837619], [-73.9486184, 40.7837009], [-73.9486971, 40.7837341], [-73.9486512, 40.783797], [-73.9486409, 40.7837978], [-73.9486243, 40.7838206], [-73.9486247, 40.7838334], [-73.9485744, 40.7839023], [-73.9484957, 40.7838691], [-73.9485475, 40.7837981]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",21.0,,12.25
3602,{'$oid': '5bd44daac6b61430207daee6'},,,84,,56.50837665002679,NY7,,"{'type': 'Point', 'coordinates': [-73.95540650090108, 40.78395158295016]}",136,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9554037, 40.783901], [-73.9554647, 40.7839268], [-73.9554093, 40.7840022], [-73.9553483, 40.7839763], [-73.9554037, 40.783901]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",8.0,,12.77
3597,{'$oid': '5bd44daac6b61430207daee1'},,,84,,246.8915323735027,NY7,,"{'type': 'Point', 'coordinates': [-73.95311492921918, 40.783212808200325]}",48,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9530749, 40.7833279], [-73.9529882, 40.7832912], [-73.9529833, 40.7832859], [-73.9529814, 40.7832795], [-73.9529829, 40.7832732], [-73.9530942, 40.7831213], [-73.9530968, 40.7831192], [-73.9531, 40.7831174], [-73.9531074, 40.7831156], [-73.9531152, 40.7831161], [-73.9531188, 40.7831172], [-73.9532996, 40.7831936], [-73.9532696, 40.7832346], [-73.9531575, 40.7831871], [-73.9531091, 40.7832532], [-73.9531117, 40.7832687], [-73.9530772, 40.7833158], [-73.9530822, 40.7833179], [-73.9530771, 40.7833248], [-73.9530749, 40.7833279]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",15.0,,12.77
3357,{'$oid': '5bd44daac6b61430207dadf1'},1842,2nd Avenue,83,,676.0221794092603,NY7,,"{'type': 'Point', 'coordinates': [-73.94710648481963, 40.783659142522545]}",57,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.946886, 40.7836821], [-73.9470076, 40.7835138], [-73.9470138, 40.7835053], [-73.9470603, 40.7835247], [-73.947327, 40.7836362], [-73.9471992, 40.783813], [-73.9469596, 40.7837129], [-73.946886, 40.7836821]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",19.0,,12.25
3298,{'$oid': '5bd44daac6b61430207dadb6'},153,East 92nd Street,84,,152.58842505197444,NY7,,"{'type': 'Point', 'coordinates': [-73.95215288356039, 40.78325758687657]}",87,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9521845, 40.7831436], [-73.9522552, 40.7831738], [-73.9522373, 40.783198], [-73.9521047, 40.7833777], [-73.9520497, 40.7833542], [-73.9520746, 40.7833204], [-73.9520738, 40.7833097], [-73.952085, 40.7832944], [-73.9520976, 40.7832893], [-73.9521527, 40.7832147], [-73.952137, 40.783208], [-73.952152, 40.7831877], [-73.9521845, 40.7831436]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",19.0,,12.77
3262,{'$oid': '5bd44daac6b61430207dad92'},169,East 91st Street,83,,299.44897761100475,NY7,,"{'type': 'Point', 'coordinates': [-73.9520934103723, 40.78238930233497]}",70,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9520753, 40.7822774], [-73.9521948, 40.7823276], [-73.9521837, 40.7823427], [-73.9522262, 40.7823606], [-73.9521878, 40.7824134], [-73.9521473, 40.782469], [-73.9521322, 40.7824898], [-73.9520871, 40.7824708], [-73.9520903, 40.7824664], [-73.9520562, 40.7824521], [-73.9520365, 40.7824793], [-73.9519537, 40.7824445], [-73.9520753, 40.7822774]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",18.0,,12.25
3685,{'$oid': '5bd44daac6b61430207daf39'},22,East 91st Street,84,,1077.9957590308395,NY7,school,"{'type': 'Point', 'coordinates': [-73.95715116624498, 40.78408009784366]}",40,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9570221, 40.78389], [-73.9572792, 40.7839983], [-73.9572956, 40.7839757], [-73.9574403, 40.7840366], [-73.9572661, 40.7842755], [-73.9568644, 40.7841064], [-73.9570221, 40.78389]], [[-73.9571783, 40.7840585], [-73.9571418, 40.7841085], [-73.9571854, 40.7841269], [-73.9572219, 40.7840769], [-73.9571783, 40.7840585]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
3641,{'$oid': '5bd44daac6b61430207daf0d'},,,84,,503.7916272784259,NY7,,"{'type': 'Point', 'coordinates': [-73.9568441857929, 40.78395558044646]}",12,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9568644, 40.7841064], [-73.9566715, 40.7840251], [-73.9568389, 40.7837953], [-73.9569534, 40.7838435], [-73.9568794, 40.7839451], [-73.9568989, 40.7839534], [-73.9569295, 40.7839115], [-73.9569479, 40.7839054], [-73.9569738, 40.7838697], [-73.9570221, 40.78389], [-73.9568644, 40.7841064]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
3431,{'$oid': '5bd44daac6b61430207dae3b'},168,East 95th Street,83,,83.23800647617128,NY7,,"{'type': 'Point', 'coordinates': [-73.95078865, 40.7847363]}",107,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9508026, 40.7846652], [-73.9508603, 40.7846894], [-73.9507747, 40.7848074], [-73.950717, 40.7847832], [-73.9508026, 40.7846652]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",23.0,,12.25
3394,{'$oid': '5bd44daac6b61430207dae16'},320,East 95th Street,83,,426.8938103251538,NY7,,"{'type': 'Point', 'coordinates': [-73.94653451583635, 40.78287560958559]}",126,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9465475, 40.7827261], [-73.9466944, 40.782788], [-73.9465216, 40.7830251], [-73.9463746, 40.7829632], [-73.9465475, 40.7827261]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",17.0,,12.25
3555,{'$oid': '5bd44daac6b61430207daeb7'},126,East 92nd Street,84,,77.43903000934029,NY7,,"{'type': 'Point', 'coordinates': [-73.95344635000001, 40.78338890000001]}",65,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9534709, 40.7833127], [-73.9535186, 40.7833329], [-73.9534218, 40.7834651], [-73.9533741, 40.7834449], [-73.9534709, 40.7833127]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",15.0,,12.77
3584,{'$oid': '5bd44daac6b61430207daed4'},56,East 92nd Street,84,,108.25995810988799,NY7,,"{'type': 'Point', 'coordinates': [-73.95548025211279, 40.78422595838094]}",103,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9555103, 40.7841352], [-73.9555661, 40.7841589], [-73.9555608, 40.7841661], [-73.9554502, 40.7843167], [-73.9553944, 40.7842931], [-73.9554923, 40.7841597], [-73.9555103, 40.7841352]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
3327,{'$oid': '5bd44daac6b61430207dadd3'},,,83,,233.19945214414037,NY7,,"{'type': 'Point', 'coordinates': [-73.94896044690906, 40.7831499822859]}",85,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9489128, 40.7830588], [-73.9490874, 40.7831317], [-73.9490675, 40.7831589], [-73.9490369, 40.7832013], [-73.9490082, 40.7832412], [-73.9488336, 40.7831683], [-73.9489128, 40.7830588]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",21.0,,12.25
3542,{'$oid': '5bd44daac6b61430207daeaa'},118,East 91st Street,84,,253.4210164383001,NY7,,"{'type': 'Point', 'coordinates': [-73.95402968879951, 40.78280169292596]}",54,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9539536, 40.7827928], [-73.9539641, 40.7827928], [-73.953982, 40.7827684], [-73.9539768, 40.7827612], [-73.9540278, 40.7826914], [-73.9541541, 40.7827448], [-73.9541051, 40.7828118], [-73.9540917, 40.7828138], [-73.9540758, 40.7828355], [-73.9540799, 40.7828462], [-73.9540317, 40.7829121], [-73.9539054, 40.7828587], [-73.9539536, 40.7827928]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",14.0,,12.77
3485,{'$oid': '5bd44daac6b61430207dae71'},121,East 92nd Street,84,,62.36617113731458,NY7,,"{'type': 'Point', 'coordinates': [-73.95328423247541, 40.78370524742971]}",55,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9533139, 40.7836307], [-73.9533521, 40.7836469], [-73.9533056, 40.7837102], [-73.9532546, 40.7837798], [-73.9532164, 40.7837636], [-73.9532246, 40.7837524], [-73.9533139, 40.7836307]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",15.0,,12.77
3541,{'$oid': '5bd44daac6b61430207daea9'},117,East 91st Street,84,,75.54788877816907,NY7,,"{'type': 'Point', 'coordinates': [-73.95395201827513, 40.78317532843351]}",98,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9539769, 40.7830996], [-73.9540236, 40.7831194], [-73.9539272, 40.783251], [-73.9538804, 40.7832313], [-73.9539769, 40.7830996]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",14.0,,12.77
3384,{'$oid': '5bd44daac6b61430207dae0c'},302,East 96th Street,83,,434.39630798387844,NY7,,"{'type': 'Point', 'coordinates': [-73.94671156242791, 40.783778152984134]}",102,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9466518, 40.783713], [-73.9466612, 40.7837169], [-73.946722, 40.7836328], [-73.9468731, 40.7836959], [-73.9468711, 40.7836987], [-73.9468383, 40.783744], [-73.9467529, 40.783862], [-73.9467264, 40.7838987], [-73.9467087, 40.7839232], [-73.9465514, 40.7838575], [-73.9465716, 40.7838296], [-73.9465684, 40.7838283], [-73.9466518, 40.783713]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",17.0,,12.25
3289,{'$oid': '5bd44daac6b61430207dadad'},334,East 94th Street,83,,173.08662448607475,NY7,,"{'type': 'Point', 'coordinates': [-73.94644864650346, 40.78207824416422]}",193,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9464005, 40.7820745], [-73.9464205, 40.7820701], [-73.9464358, 40.7820494], [-73.9464277, 40.7820375], [-73.9464802, 40.7819663], [-73.946557, 40.781999], [-73.9465065, 40.7820676], [-73.9464918, 40.7820752], [-73.9464777, 40.7820944], [-73.946478, 40.7821063], [-73.9464167, 40.7821894], [-73.9463399, 40.7821566], [-73.9463481, 40.7821456], [-73.9463546, 40.7821368], [-73.9464005, 40.7820745]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",12.0,,12.25
3398,{'$oid': '5bd44daac6b61430207dae1a'},335,East 94th Street,83,,333.4915489176047,NY7,,"{'type': 'Point', 'coordinates': [-73.946255308931, 40.78241729671777]}",190,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9461423, 40.782429], [-73.9461831, 40.7824462], [-73.9462431, 40.7823639], [-73.9462023, 40.7823467], [-73.9462489, 40.7822827], [-73.9462524, 40.7822779], [-73.9464133, 40.7823457], [-73.9463631, 40.7824145], [-73.946318, 40.7823955], [-73.946258, 40.7824777], [-73.9463032, 40.7824967], [-73.9462579, 40.7825588], [-73.946097, 40.7824911], [-73.9461423, 40.782429]]]}",0.0,0.71,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",13.0,,12.25
3663,{'$oid': '5bd44daac6b61430207daf23'},,,84,,2071.438803512671,NY7,,"{'type': 'Point', 'coordinates': [-73.95663386897616, 40.78294647963391]}",160,0.57,,"{'type': 'Polygon', 'coordinates': [[[-73.9569207, 40.7827436], [-73.9571393, 40.7828372], [-73.9570767, 40.7829219], [-73.9570154, 40.7828958], [-73.9569826, 40.7829401], [-73.9570062, 40.7829502], [-73.9569882, 40.7829745], [-73.9569646, 40.7829645], [-73.9569118, 40.783036], [-73.9569354, 40.7830461], [-73.9569171, 40.7830708], [-73.9568936, 40.7830607], [-73.9568607, 40.7831052], [-73.956922, 40.7831313], [-73.9568983, 40.7831634], [-73.9569139, 40.7831701], [-73.9568958, 40.7831947], [-73.9568802, 40.783188], [-73.9568571, 40.7832193], [-73.9561261, 40.7829074], [-73.9562641, 40.7827205], [-73.9567763, 40.7829391], [-73.9568138, 40.7828884], [-73.9569145, 40.782752], [-73.9569207, 40.7827436]]]}",0.0,0.7,,"{'type': 'Point', 'coordinates': [-73.957129, 40.782036]}","{'type': 'Point', 'coordinates': [-73.946228, 40.784961]}",5.0,,12.77
