,air_quality,area,bbox_id,closest_shop,cloud_cover,humidity,shops_amount,temperature,roof_tupe
2448,75,1010.40649651794,London5,348,0.54,0.76,2,10.78,flat
2449,86,42.658939052778,London5,529,0.55,0.76,0,10.78,
2450,86,196.610152308766,London5,576,0.55,0.76,0,10.78,
2451,66,73.630533641074,London5,753,0.55,0.76,0,10.76,inappropriate
2452,79,92.086076143954,London5,191,0.54,0.76,7,10.76,
2453,79,307.498352355826,London5,173,0.54,0.76,6,10.76,
2454,66,88.8321989565013,London5,566,0.55,0.76,0,10.76,
2455,86,91.3245057044225,London5,522,0.55,0.76,0,10.78,
2456,79,548.741280032328,London5,218,0.54,0.76,6,10.76,
2457,86,3513.79461427226,London5,151,0.55,0.76,1,10.78,
2458,72,310.630752446253,London5,293,0.54,0.76,5,10.79,
2459,66,30.079850714723,London5,562,0.55,0.76,0,10.76,
2460,79,44.4595647764499,London5,165,0.54,0.76,7,10.76,
2461,66,338.002661103185,London5,571,0.55,0.76,0,10.76,
2462,75,20673.2489440151,London5,619,0.54,0.76,0,10.78,
2463,86,42.4731175262197,London5,529,0.55,0.76,0,10.78,
2464,66,340.75423202495,London5,714,0.55,0.76,0,10.76,flat
2465,79,133.931852311287,London5,472,0.54,0.76,2,10.76,
2466,79,133.916116694668,London5,50,0.54,0.76,7,10.76,
2467,66,1263.97486104759,London5,249,0.55,0.76,5,10.76,
2468,66,54.1509040952864,London5,11,0.55,0.76,5,10.76,
2469,75,148.510282163359,London5,329,0.54,0.76,2,10.78,
2470,79,148.303502446718,London5,47,0.54,0.76,7,10.76,
2471,79,1558.22391716682,London5,529,0.54,0.76,0,10.76,
2472,86,197.130282737047,London5,597,0.55,0.76,0,10.78,
2473,75,281.974334040308,London5,79,0.54,0.76,6,10.78,
2474,66,334.422304290692,London5,509,0.55,0.76,0,10.76,
2475,79,9377.32679569037,London5,134,0.54,0.76,7,10.76,
2476,79,71.7166534538166,London5,770,0.54,0.76,0,10.76,
2477,79,42.4935023926272,London5,16,0.54,0.76,7,10.76,flat
2478,79,428.903756681867,London5,293,0.54,0.76,2,10.76,
2479,79,165.74403330537,London5,3,0.54,0.76,7,10.76,flat
2480,66,124.494319017812,London5,590,0.55,0.76,0,10.76,flat
2481,79,79.8742903648776,London5,175,0.54,0.76,7,10.76,
2482,79,242.994289124456,London5,337,0.54,0.76,1,10.76,
2483,79,246.673731569082,London5,100,0.54,0.76,6,10.76,
2484,86,12.2892802075138,London5,231,0.55,0.76,1,10.78,gabled
2485,86,830.011244069052,London5,208,0.55,0.76,1,10.78,
2486,79,161.148575231468,London5,207,0.54,0.76,7,10.76,
2487,66,305.515197449454,London5,749,0.55,0.76,0,10.76,
2488,79,860.156016328423,London5,462,0.54,0.76,1,10.76,
2489,66,344.937548821641,London5,758,0.55,0.76,0,10.76,
2490,66,398.085312776331,London5,578,0.55,0.76,0,10.76,round
2491,79,204.821254999255,London5,4,0.54,0.76,6,10.76,round
2492,79,2114.1337933811,London5,314,0.54,0.76,1,10.76,gabled
2493,79,583.512496046686,London5,78,0.54,0.76,7,10.76,
2494,79,1481.03575905383,London5,76,0.54,0.76,7,10.76,
2495,79,41.7757699496453,London5,181,0.54,0.76,7,10.76,
2496,79,45.8366039335801,London5,15,0.54,0.76,7,10.76,
2497,86,503.343168745519,London5,536,0.55,0.76,0,10.78,
2498,66,56.6412764426754,London5,564,0.55,0.76,0,10.76,
2499,86,220.936085319562,London5,590,0.55,0.76,0,10.78,
2500,73,1020.10564648828,London6,280,0.56,0.76,9,10.78,gabled
2501,74,170.532951335411,London6,132,0.56,0.76,10,10.78,
2502,79,88.5881893769848,London6,346,0.56,0.76,6,10.8,
2503,79,112.536541077253,London6,211,0.56,0.76,3,10.8,
2504,74,458.48111233454,London6,207,0.56,0.76,15,10.78,
2505,74,176.11006297842,London6,330,0.56,0.76,10,10.78,
2506,74,754.601497563275,London6,255,0.56,0.76,9,10.78,
2507,87,178.100451436798,London6,128,0.56,0.76,16,10.78,
2508,73,762.679414145701,London6,108,0.56,0.76,19,10.78,flat
2509,74,540.185992261069,London6,176,0.56,0.76,14,10.78,
2510,75,180.952817739284,London6,211,0.56,0.76,7,10.77,
2511,74,207.658698136279,London6,42,0.56,0.76,9,10.78,flat
2512,74,2158.5923852227,London6,287,0.56,0.76,5,10.78,
2513,75,98.9978718029925,London6,385,0.56,0.76,6,10.77,
2514,73,592.122320190081,London6,188,0.56,0.76,28,10.78,
2515,87,606.153511018979,London6,66,0.56,0.76,24,10.78,
2516,77,246.04081609504,London6,44,0.55,0.76,7,10.78,inappropriate
2517,74,211.359431513641,London6,302,0.56,0.76,9,10.78,
2518,75,713.774975368847,London6,111,0.56,0.76,16,10.77,
2519,87,503.050352790498,London6,246,0.56,0.76,23,10.78,
2520,79,270.100887962023,London6,437,0.56,0.76,1,10.8,gabled
2521,75,328.138406009331,London6,247,0.56,0.76,13,10.77,
2522,74,52.7389709090669,London6,80,0.56,0.76,2,10.78,flat
2523,79,611.977016737693,London6,393,0.56,0.76,4,10.8,
2524,79,96.3596746476659,London6,159,0.56,0.76,7,10.8,
2525,87,340.94274479939,London6,107,0.56,0.76,13,10.78,gabled
2526,74,37.4655556173929,London6,116,0.56,0.76,15,10.78,
2527,75,568.530548928937,London6,267,0.56,0.76,16,10.77,
2528,74,47.6219778565624,London6,155,0.56,0.76,16,10.78,
2529,74,101.061289726645,London6,165,0.56,0.76,14,10.78,
2530,74,605.984257855972,London6,165,0.56,0.76,18,10.78,
2531,74,36.8586915038037,London6,112,0.56,0.76,3,10.78,
2532,79,2261.05676727872,London6,136,0.56,0.76,7,10.8,
2533,79,251.611918931774,London6,522,0.56,0.76,0,10.8,
2534,87,221.071642524834,London6,233,0.56,0.76,19,10.78,
2535,74,319.966266173781,London6,54,0.56,0.76,9,10.78,
2536,74,135.834457607338,London6,201,0.56,0.76,6,10.78,
2537,87,83.0680220507915,London6,221,0.56,0.76,16,10.78,
2538,79,1283.96787662972,London6,478,0.56,0.76,2,10.8,round
2539,74,284.103905289856,London6,42,0.56,0.76,2,10.78,
2540,73,394.698789282118,London6,89,0.56,0.76,29,10.78,
2541,73,596.38806007877,London6,123,0.56,0.76,18,10.78,
2542,74,303.226527790198,London6,85,0.56,0.76,2,10.78,
2543,87,347.494407813919,London6,150,0.56,0.76,22,10.78,round
2544,87,1110.12410766739,London6,214,0.56,0.76,22,10.78,
2545,74,55.9113698107736,London6,231,0.56,0.76,17,10.78,
2546,77,974.15068023665,London6,96,0.55,0.76,25,10.78,
2547,74,44.3208687387643,London6,89,0.56,0.76,2,10.78,flat
2548,74,15.0975946255131,London6,6,0.56,0.76,2,10.78,
2549,79,411.669141477557,London6,91,0.56,0.76,5,10.8,flat
2550,75,764.879917090185,London6,135,0.56,0.76,20,10.77,
2551,77,334.651852456866,London6,55,0.55,0.76,14,10.78,
2552,87,2028.54506717862,London6,169,0.56,0.76,22,10.78,
2553,74,55.9113232792121,London6,230,0.56,0.76,17,10.78,
2554,75,338.27691007386,London6,142,0.56,0.76,3,10.77,
2555,75,360.429111521799,London6,243,0.56,0.76,16,10.77,
2556,74,55.8608042420144,London6,237,0.56,0.76,16,10.78,
2557,87,141.841368429171,London6,49,0.56,0.76,16,10.78,
2558,87,579.653230784977,London6,171,0.56,0.76,22,10.78,
2559,87,232.304810376058,London6,114,0.56,0.76,19,10.78,
2560,87,185.215757258483,London6,129,0.56,0.76,12,10.78,
2561,74,120.912979424014,London6,183,0.56,0.76,20,10.78,
2562,87,448.143276733401,London6,77,0.56,0.76,17,10.78,inappropriate
2563,73,149.053181694339,London6,271,0.56,0.76,19,10.78,
2564,74,515.669865660253,London6,328,0.56,0.76,2,10.78,
2565,79,321.066652571539,London6,53,0.56,0.76,5,10.8,
2566,79,233.137856447725,London6,91,0.56,0.76,2,10.8,
2567,77,81.2595649618185,London6,326,0.55,0.76,7,10.78,
2568,74,115.850827739019,London6,188,0.56,0.76,16,10.78,
2569,79,162.929360617291,London6,387,0.56,0.76,4,10.8,flat
2570,87,124.832048945581,London6,127,0.56,0.76,22,10.78,
2571,74,115.957115217232,London6,92,0.56,0.76,2,10.78,
2572,87,295.4720768067,London6,128,0.56,0.76,18,10.78,
2573,75,206.405083557512,London6,233,0.56,0.76,16,10.77,inappropriate
2574,77,635.090302735534,London6,150,0.55,0.76,13,10.78,
2575,74,308.068456279001,London6,156,0.56,0.76,17,10.78,
2576,79,97.3385456737295,London6,136,0.56,0.76,7,10.8,
2577,74,208.655445270957,London6,229,0.56,0.76,10,10.78,
2578,75,1365.96042978607,London6,224,0.56,0.76,16,10.77,gabled
2579,87,1620.03270124915,London6,117,0.56,0.76,10,10.78,
2580,75,346.359844560221,London6,96,0.56,0.76,15,10.77,
2581,75,5096.72405566905,London6,166,0.56,0.76,29,10.77,
2582,74,54.2512665306284,London6,2,0.56,0.76,2,10.78,round
2583,73,4586.6822169809,London6,83,0.56,0.76,15,10.78,flat
2584,74,600.92309540811,London6,62,0.56,0.76,15,10.78,
2585,87,425.219420499372,London6,81,0.56,0.76,15,10.78,round
2586,75,343.924478003112,London6,68,0.56,0.76,11,10.77,
2587,74,8.47690531191185,London6,51,0.56,0.76,2,10.78,
2588,74,86.3632301518571,London6,165,0.56,0.76,3,10.78,
2589,73,165.89727085385,London6,174,0.56,0.76,17,10.78,flat
2590,74,235.157315733798,London6,228,0.56,0.76,27,10.78,
2591,73,314.823973924047,London6,84,0.56,0.76,33,10.78,flat
2592,87,777.611012031011,London6,5,0.56,0.76,14,10.78,
2593,87,43.1296673388741,London6,35,0.56,0.76,21,10.78,
2594,74,48.1598239538436,London6,138,0.56,0.76,14,10.78,
2595,79,740.987551849668,London6,386,0.56,0.76,2,10.8,
2596,87,126.191721899848,London6,43,0.56,0.76,14,10.78,gabled
2597,75,195.660082460723,London6,230,0.56,0.76,12,10.77,round
2598,77,808.839004573918,London6,57,0.55,0.76,20,10.78,
2599,73,639.93270873287,London6,247,0.56,0.76,17,10.78,
2600,76,42.2216694913719,London7,296,0.55,0.76,9,10.73,
2601,85,73.8301349977704,London7,164,0.55,0.77,21,10.72,
2602,85,59.2744929502923,London7,390,0.55,0.77,16,10.72,
2603,76,50.0210864122642,London7,195,0.55,0.76,21,10.74,flat
2604,76,34.9082605074876,London7,20,0.55,0.76,25,10.74,flat
2605,85,68.2755490860996,London7,327,0.55,0.77,15,10.72,
2606,85,136.286734335143,London7,106,0.55,0.77,20,10.72,
2607,77,2524.23812273484,London7,644,0.55,0.76,0,10.75,
2608,77,108.716215808863,London7,390,0.55,0.76,14,10.75,flat
2609,77,53.425058116106,London7,417,0.55,0.76,11,10.75,
2610,76,219.693286903022,London7,357,0.55,0.76,17,10.74,
2611,85,182.99793144871,London7,39,0.55,0.77,16,10.72,
2612,76,148.022427497127,London7,446,0.55,0.76,1,10.74,flat
2613,76,51.5056521189542,London7,415,0.55,0.76,2,10.74,
2614,76,57.8793681603409,London7,271,0.55,0.76,1,10.74,
2615,77,1461.28163301733,London7,867,0.55,0.76,0,10.75,flat
2616,76,34.8507818836472,London7,216,0.55,0.76,10,10.74,flat
2617,76,51.4490627026167,London7,437,0.55,0.76,2,10.74,gabled
2618,85,52.7107647274133,London7,27,0.55,0.77,22,10.72,
2619,77,46.2734587406559,London7,723,0.55,0.76,0,10.75,flat
2620,76,552.630689457692,London7,377,0.55,0.76,1,10.74,
2621,76,73.3985616484875,London7,116,0.55,0.76,1,10.74,flat
2622,76,56.0464922627567,London7,300,0.55,0.76,22,10.74,
2623,85,37.6834323293758,London7,207,0.55,0.77,20,10.72,
2624,76,94.5914892051779,London7,372,0.55,0.76,2,10.74,
2625,77,65.8591151160933,London7,366,0.55,0.76,11,10.75,
2626,76,32.7368435423481,London7,178,0.55,0.76,11,10.74,
2627,76,36.9996437513741,London7,352,0.55,0.76,1,10.73,
2628,76,64.8006236065792,London7,153,0.55,0.76,7,10.74,
2629,76,77.2731455843629,London7,312,0.55,0.76,2,10.74,
2630,85,72.2977947638853,London7,149,0.55,0.77,21,10.72,
2631,77,364.837028452603,London7,396,0.55,0.76,9,10.75,
2632,85,370.091940888758,London7,145,0.55,0.77,18,10.72,
2633,76,66.8121452345707,London7,53,0.55,0.76,21,10.74,gabled
2634,76,69.2819781892054,London7,128,0.55,0.76,25,10.74,
2635,76,66.0005536656136,London7,206,0.55,0.76,2,10.74,
2636,85,61.6933167096166,London7,92,0.55,0.77,20,10.72,
2637,76,36.477831976872,London7,234,0.55,0.76,3,10.74,
2638,85,83.437179939512,London7,146,0.55,0.77,21,10.72,
2639,76,38.797877114963,London7,179,0.55,0.76,11,10.74,
2640,76,70.5614212585731,London7,18,0.55,0.76,27,10.74,
2641,85,57.239621900309,London7,10,0.55,0.77,20,10.72,
2642,85,90.5875323859238,London7,13,0.55,0.77,19,10.72,
2643,76,49.515769259246,London7,354,0.55,0.76,1,10.74,
2644,76,313.160255887731,London7,248,0.55,0.76,1,10.73,
2645,76,55.769380897176,London7,306,0.55,0.76,1,10.74,
2646,76,75.3766010911181,London7,216,0.55,0.76,25,10.74,gabled
2647,76,45.8164720782483,London7,370,0.55,0.76,2,10.74,round
2648,76,57.6613509467426,London7,160,0.55,0.76,26,10.74,
2649,85,91.7855816991878,London7,70,0.55,0.77,20,10.72,
2650,76,59.6165227244146,London7,12,0.55,0.76,26,10.74,
2651,85,79.2799083227699,London7,156,0.55,0.77,20,10.72,inappropriate
2652,76,46.7581531125575,London7,616,0.55,0.76,0,10.73,
2653,76,40.0850866974541,London7,216,0.55,0.76,19,10.74,
2654,77,53.7379126864779,London7,581,0.55,0.76,0,10.75,gabled
2655,76,75.6666608746307,London7,170,0.55,0.76,27,10.74,
2656,76,572.853862865651,London7,131,0.55,0.76,1,10.74,
2657,76,176.778256248678,London7,396,0.55,0.76,13,10.73,flat
2658,76,707.995282713404,London7,20,0.55,0.76,31,10.74,
2659,76,59.7059368054357,London7,335,0.55,0.76,1,10.74,
2660,85,68.4828097170727,London7,444,0.55,0.77,13,10.72,flat
2661,77,42.5944403790129,London7,329,0.55,0.76,13,10.75,
2662,76,1525.49195795354,London7,423,0.55,0.76,15,10.74,
2663,76,32.8966437615481,London7,375,0.55,0.76,2,10.74,
2664,76,65.0707756038426,London7,211,0.55,0.76,3,10.74,
2665,76,61.2084093590869,London7,459,0.55,0.76,1,10.73,
2666,85,60.0320655544788,London7,107,0.55,0.77,20,10.72,
2667,76,21.4601352398358,London7,348,0.55,0.76,22,10.74,
2668,76,549.797458721685,London7,84,0.55,0.76,15,10.73,
2669,76,58.1293580818754,London7,201,0.55,0.76,25,10.74,
2670,85,64.0523898487058,London7,25,0.55,0.77,21,10.72,
2671,76,333.508316188057,London7,189,0.55,0.76,2,10.73,
2672,76,276.334733926253,London7,203,0.55,0.76,1,10.74,
2673,76,39.5926023979222,London7,388,0.55,0.76,2,10.74,
2674,76,1733.33723792546,London7,490,0.55,0.76,1,10.73,
2675,76,59.0803252403491,London7,97,0.55,0.76,12,10.74,
2676,76,66.9029824993878,London7,277,0.55,0.76,21,10.74,flat
2677,85,123.520087355373,London7,118,0.55,0.77,17,10.72,flat
2678,76,57.3959752618818,London7,241,0.55,0.76,1,10.74,
2679,76,76.4286098572724,London7,7,0.55,0.76,27,10.74,
2680,85,608.189114243458,London7,223,0.55,0.77,4,10.72,
2681,76,57.2281377452924,London7,379,0.55,0.76,14,10.73,
2682,76,35.7542250690574,London7,96,0.55,0.76,26,10.74,flat
2683,76,57.0551901085651,London7,267,0.55,0.76,22,10.74,
2684,76,45.6460430284313,London7,206,0.55,0.76,25,10.74,
2685,76,36.9201620607362,London7,299,0.55,0.76,2,10.74,
2686,85,73.8232201019964,London7,261,0.55,0.77,17,10.72,
2687,76,36.7103556355115,London7,350,0.55,0.76,2,10.74,
2688,85,70.8415288487098,London7,401,0.55,0.77,15,10.72,round
2689,76,21.9059219675842,London7,219,0.55,0.76,24,10.74,
2690,76,12.9015223980808,London7,267,0.55,0.76,10,10.74,
2691,76,53.4638641562098,London7,149,0.55,0.76,21,10.74,
2692,85,34.4076774037355,London7,15,0.55,0.77,19,10.72,flat
2693,85,44.5299602417953,London7,8,0.55,0.77,24,10.72,flat
2694,76,47.7866465868516,London7,349,0.55,0.76,14,10.73,flat
2695,76,260.247717188724,London7,246,0.55,0.76,23,10.74,
2696,85,120.373549322338,London7,10,0.55,0.77,24,10.72,round
2697,76,37.4700387886052,London7,445,0.55,0.76,2,10.74,
2698,76,44.1372312250847,London7,468,0.55,0.76,1,10.73,
2699,77,63.7930080421451,London7,606,0.55,0.76,0,10.75,
2700,79,69.2003989099699,London8,804,0.55,0.76,0,10.77,
2701,66,347.066315449186,London8,800,0.55,0.76,0,10.75,
2702,70,70.1505313504743,London8,20,0.54,0.76,11,10.76,
2703,70,309.490484161673,London8,250,0.54,0.76,4,10.76,
2704,72,379.070366320846,London8,40,0.54,0.76,2,10.78,
2705,70,99.103356883044,London8,78,0.54,0.76,13,10.76,flat
2706,72,310.630752446253,London8,293,0.54,0.76,5,10.78,
2707,66,73.630533641074,London8,753,0.55,0.76,0,10.75,flat
2708,66,133.931852311287,London8,472,0.55,0.76,2,10.75,
2709,66,66.0882926027289,London8,757,0.55,0.76,0,10.75,
2710,70,126.486718241747,London8,109,0.54,0.76,7,10.76,
2711,70,6215.88835337799,London8,363,0.54,0.76,11,10.76,
2712,70,133.045126922514,London8,81,0.54,0.76,12,10.76,
2713,66,1558.22391716682,London8,529,0.55,0.76,0,10.75,
2714,70,58.3812857392709,London8,16,0.54,0.76,14,10.76,
2715,79,503.343168745519,London8,940,0.55,0.76,0,10.77,round
2716,66,334.422304290692,London8,509,0.55,0.76,0,10.75,
2717,79,338.002661103185,London8,638,0.55,0.76,0,10.77,
2718,72,82.2328142325561,London8,178,0.54,0.76,2,10.78,
2719,72,236.614987128603,London8,187,0.54,0.76,2,10.78,flat
2720,70,583.512496046686,London8,78,0.54,0.76,13,10.76,
2721,70,300.517001051436,London8,37,0.54,0.76,11,10.76,
2722,70,2125.85618599769,London8,297,0.54,0.76,2,10.76,
2723,70,41.6044260782051,London8,3,0.54,0.76,13,10.76,
2724,66,305.515197449454,London8,749,0.55,0.76,0,10.75,
2725,79,30.079850714723,London8,855,0.55,0.76,0,10.77,inappropriate
2726,70,71.5175671206846,London8,11,0.54,0.76,13,10.76,
2727,70,94.3376414606181,London8,69,0.54,0.76,13,10.76,gabled
2728,66,65.7279142158288,London8,762,0.55,0.76,0,10.75,inappropriate
2729,70,99.6924333376504,London8,35,0.54,0.76,13,10.76,
2730,70,95.4263334893105,London8,47,0.54,0.76,13,10.76,
2731,70,323.472523943308,London8,484,0.54,0.76,4,10.76,
2732,70,104.618260165443,London8,5,0.54,0.76,5,10.76,
2733,70,70.6725348055294,London8,69,0.54,0.76,12,10.76,
2734,70,312.17976318339,London8,130,0.54,0.76,8,10.76,inappropriate
2735,66,334.422624170138,London8,533,0.55,0.76,0,10.75,
2736,70,41.3976488699839,London8,23,0.54,0.76,13,10.76,
2737,86,423.325341926764,London8,560,0.54,0.76,0,10.78,
2738,72,3024.26265052987,London8,344,0.54,0.76,4,10.78,
2739,72,389.80792083775,London8,48,0.54,0.76,6,10.78,
2740,70,343.815284672514,London8,92,0.54,0.76,8,10.76,
2741,70,1296.362802109,London8,258,0.54,0.76,10,10.76,
2742,70,148.303502446718,London8,47,0.54,0.76,13,10.76,
2743,70,309.432309364526,London8,352,0.54,0.76,7,10.76,
2744,70,51.9192743611718,London8,87,0.54,0.76,13,10.76,
2745,70,60.3772503912081,London8,5,0.54,0.76,13,10.76,
2746,66,68.5356067382508,London8,773,0.55,0.76,0,10.75,
2747,70,66.7700771530582,London8,46,0.54,0.76,13,10.76,
2748,70,81.5877951810682,London8,124,0.54,0.76,4,10.76,flat
2749,70,35.5499868401003,London8,8,0.54,0.76,13,10.76,
2750,70,103.78594719933,London8,88,0.54,0.76,6,10.76,flat
2751,70,101.128858407885,London8,44,0.54,0.76,13,10.76,
2752,70,100.585201370095,London8,9,0.54,0.76,13,10.76,
2753,66,291.281340614065,London8,174,0.55,0.76,5,10.75,
2754,70,117.497169437379,London8,18,0.54,0.76,13,10.76,
2755,70,85.1449764055333,London8,11,0.54,0.76,11,10.76,flat
2756,79,143.06950393673,London8,961,0.55,0.76,0,10.77,
2757,70,38.8044051476647,London8,7,0.54,0.76,14,10.76,
2758,79,98.5760478881457,London8,828,0.55,0.76,0,10.77,
2759,79,31.6415964969112,London8,861,0.55,0.76,0,10.77,
2760,70,41.0130042255084,London8,30,0.54,0.76,11,10.76,
2761,66,67.1917437426241,London8,767,0.55,0.76,0,10.75,
2762,70,79.6829993612626,London8,39,0.54,0.76,13,10.76,
2763,66,401.489136891692,London8,62,0.55,0.76,5,10.75,
2764,79,344.937548821641,London8,1097,0.55,0.76,0,10.77,
2765,72,2179.09993415503,London8,204,0.54,0.76,5,10.78,
2766,70,2259.25804083005,London8,121,0.54,0.76,12,10.76,
2767,70,179.951360811984,London8,146,0.54,0.76,9,10.76,
2768,70,204.821254999255,London8,4,0.54,0.76,11,10.76,
2769,79,53.9449935909114,London8,847,0.55,0.76,0,10.77,
2770,66,91.8546771823908,London8,11,0.55,0.76,5,10.75,
2771,70,75.7313760871516,London8,47,0.54,0.76,13,10.76,
2772,66,428.903756681867,London8,293,0.55,0.76,2,10.75,
2773,70,9377.32679569037,London8,134,0.54,0.76,13,10.76,flat
2774,79,42.4731175262197,London8,879,0.55,0.76,0,10.77,
2775,70,70.6864333263216,London8,30,0.54,0.76,14,10.76,
2776,79,12.2892802075138,London8,996,0.55,0.76,0,10.77,
2777,66,68.2474334744701,London8,760,0.55,0.76,0,10.75,
2778,70,75.7121242471225,London8,59,0.54,0.76,13,10.76,
2779,70,1250.344852647,London8,144,0.54,0.76,7,10.76,flat
2780,70,73.2237409513644,London8,7,0.54,0.76,14,10.76,
2781,66,1263.97486104759,London8,249,0.55,0.76,5,10.75,
2782,70,1287.57557933808,London8,103,0.54,0.76,13,10.76,flat
2783,70,56.6160439556943,London8,101,0.54,0.76,6,10.76,
2784,79,830.011244069052,London8,1030,0.55,0.76,0,10.77,
2785,72,13.7528701737737,London8,16,0.54,0.76,6,10.78,
2786,66,48.2767433817976,London8,17,0.55,0.76,5,10.75,
2787,70,144.790731410986,London8,62,0.54,0.76,6,10.76,gabled
2788,66,95.1660189288053,London8,14,0.55,0.76,5,10.75,
2789,72,281.974334040308,London8,79,0.54,0.76,6,10.78,
2790,70,75.2719943748263,London8,39,0.54,0.76,13,10.76,
2791,79,91.3245057044225,London8,872,0.55,0.76,0,10.77,
2792,66,71.7166534538166,London8,770,0.55,0.76,0,10.75,
2793,70,36.7689116405838,London8,23,0.54,0.76,13,10.76,gabled
2794,70,71.2649645671588,London8,17,0.54,0.76,13,10.76,
2795,70,58.4927813519808,London8,76,0.54,0.76,12,10.76,flat
2796,70,165.74403330537,London8,3,0.54,0.76,13,10.76,
2797,70,309.480687004849,London8,298,0.54,0.76,4,10.76,
2798,79,124.494319017812,London8,590,0.55,0.76,0,10.77,flat
2799,70,82.8255267937281,London8,54,0.54,0.76,13,10.76,
2800,85,63.2348227030061,London9,1882,0.53,0.77,0,10.72,
2801,69,1863.78090367452,London9,1049,0.53,0.77,0,10.67,
2802,73,655.875142061789,London9,39,0.53,0.77,6,10.66,flat
2803,85,1117.98089263768,London9,1928,0.53,0.77,0,10.72,flat
2804,73,817.88944850655,London9,26,0.53,0.77,5,10.66,
2805,85,43.6949760309437,London9,251,0.53,0.78,1,10.39,
2806,73,724.784735055404,London9,302,0.53,0.77,6,10.66,
2807,85,102.807889455997,London9,1019,0.53,0.79,0,10.33,
2808,73,3526.97723354541,London9,148,0.53,0.77,4,10.66,
2809,85,187.823095161672,London9,396,0.53,0.78,1,10.39,
2810,85,51.2921100695977,London9,659,0.53,0.78,0,10.5,
2811,85,134.239623705433,London9,424,0.53,0.78,1,10.39,
2812,85,131.072639162892,London9,2008,0.53,0.77,0,10.72,round
2813,85,3152.64798583544,London9,2333,0.53,0.77,0,10.72,
2814,69,365.08010605825,London9,793,0.53,0.77,0,10.67,
2815,69,367.098646217172,London9,1588,0.53,0.77,0,10.67,flat
2816,80,2256.03141939584,London9,42,0.53,0.77,5,10.63,
2817,73,86.9654387785169,London9,109,0.53,0.77,6,10.66,
2818,85,271.998118957111,London9,1015,0.53,0.79,0,10.33,
2819,69,115.734747347625,London9,1077,0.53,0.77,0,10.67,
2820,80,2949.68096250592,London9,578,0.53,0.77,0,10.63,
2821,69,109.282346599537,London9,1265,0.53,0.77,0,10.67,gabled
2822,85,114.03638883171,London9,1016,0.53,0.79,0,10.33,flat
2823,85,268.726393417725,London9,1098,0.53,0.79,0,10.33,
2824,85,325.669991487382,London9,1100,0.53,0.79,0,10.33,
2825,73,194.936035093812,London9,138,0.53,0.77,3,10.66,
2826,85,3677.37511750276,London9,2658,0.53,0.77,0,10.72,
2827,85,6293.63450883449,London9,2048,0.53,0.77,0,10.72,
2828,85,80.1994765627018,London9,1352,0.53,0.79,0,10.33,flat
2829,73,1869.17735026937,London9,218,0.53,0.77,4,10.66,
2830,69,165.2154110812,London9,1611,0.53,0.77,0,10.67,flat
2831,69,92.9351522402813,London9,1634,0.53,0.77,0,10.67,
2832,69,90.2001164615964,London9,1229,0.53,0.77,0,10.67,
2833,80,3265.50053056453,London9,126,0.53,0.77,4,10.63,
2834,85,68.4102644281082,London9,298,0.53,0.78,1,10.39,
2835,85,946.545001200199,London9,1384,0.53,0.79,0,10.33,
2836,85,110.329612739264,London9,1381,0.53,0.79,0,10.33,inappropriate
2837,73,529.006140652536,London9,294,0.53,0.77,3,10.66,
2838,69,2307.47882648604,London9,686,0.53,0.77,0,10.67,
2839,69,3435.86233295467,London9,733,0.53,0.77,0,10.67,
2840,73,419.627362176999,London9,269,0.53,0.77,3,10.66,
2841,80,632.521426156573,London9,146,0.53,0.77,3,10.63,
2842,85,91.4793530311658,London9,1175,0.53,0.79,0,10.33,
2843,85,702.356038526462,London9,2339,0.53,0.77,0,10.72,
2844,73,1187.88845773403,London9,40,0.53,0.77,4,10.66,gabled
2845,85,105.557542399624,London9,1097,0.53,0.79,0,10.33,
2846,73,561.928668522226,London9,150,0.53,0.77,6,10.66,
2847,80,864.073230620858,London9,647,0.53,0.77,0,10.63,
2848,85,84.2479984226848,London9,1230,0.53,0.79,0,10.33,
2849,86,41.9369697898855,London9,1680,0.53,0.78,0,10.42,
2850,69,2345.59932605864,London9,1499,0.53,0.77,0,10.67,
2851,73,2817.03458853637,London9,479,0.53,0.77,2,10.66,
2852,85,53.6040386043687,London9,1435,0.53,0.79,0,10.33,
2853,85,785.158283454409,London9,1217,0.53,0.79,0,10.33,
2854,80,3476.27068633619,London9,325,0.53,0.77,4,10.63,
2855,80,322.966828167942,London9,230,0.53,0.77,3,10.63,
2856,85,117.727506190744,London9,2246,0.53,0.77,0,10.72,
2857,69,299.520146289917,London9,669,0.53,0.77,0,10.67,
2858,73,3459.71090994071,London9,544,0.53,0.77,0,10.66,
2859,85,228.932034033015,London9,401,0.53,0.78,1,10.39,
2860,85,1239.71761756544,London9,2527,0.53,0.77,0,10.72,gabled
2861,73,1801.50336104833,London9,80,0.53,0.77,7,10.66,
2862,85,123.005681465896,London9,1061,0.53,0.79,0,10.33,
2863,69,105.090193952803,London9,1185,0.53,0.77,0,10.67,
2864,85,152.402126806685,London9,1101,0.53,0.79,0,10.33,
2865,73,2392.46251403347,London9,135,0.53,0.77,4,10.66,inappropriate
2866,85,545.041035968806,London9,1149,0.53,0.79,0,10.33,flat
2867,85,520.51580345929,London9,973,0.53,0.79,0,10.33,flat
2868,69,2622.1002941872,London9,922,0.53,0.77,0,10.67,
